"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","204
014","17","2.794","11.8","17.6","29.4",".","41.2",".",".",".",".",".",".",".",".",".",".","."
"","204
015","23","3.304","30.4","21.7","30.4","13.0","4.3",".",".",".",".",".",".",".",".",".",".","."
"","016
204","23","3.565","52.2","17.4","26.1",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","204
017","20","3.325","45.0","35.0","5.0",".","5.0","5.0","5.0",".",".",".",".",".",".",".",".","."
"","018
204","22","3.295","27.3","36.4","18.2","4.5","13.6",".",".",".",".",".",".",".",".",".",".","."
"","204
019","23","3.283","21.7","26.1","43.5","4.3","4.3",".",".",".",".",".",".",".",".",".",".","."
"","204
021","17","3.176","29.4","23.5","29.4",".","11.8","5.9",".",".",".",".",".",".",".",".",".","."
"","204
022","17","3.000","5.9","11.8","64.7","11.8","5.9",".",".",".",".",".",".",".",".",".",".","."
"Fourth Semester Spanish","Course Total","426","3.268","30.8","22.8","30.0","5.2","9.4","0.7","0.7","0.2",".",".",".",".",".","0.2",".","."
"Spanish for Spanish Speaker","206
001","14","3.036","7.1","42.9","14.3","21.4","14.3",".",".",".",".",".",".",".",".",".",".","."
"","220
001","21","2.881","33.3","28.6","4.8","14.3",".","4.8","14.3",".",".",".",".",".",".",".",".","."
"","002
220","23","3.630","65.2","13.0","13.0",".","8.7",".",".",".",".",".",".",".",".",".",".","."
"","220
003","19","3.316","52.6","15.8","10.5","5.3","10.5",".","5.3",".",".",".",".",".",".",".",".","."
"","220
004","21","3.725","52.4","33.3","9.5",".",".",".",".","4.8",".",".",".",".",".",".",".","."
"Elem Survey-Spanish Am Lit","Course Total","84","3.392","51.2","22.6","9.5","4.8","4.8","1.2","4.8","1.2",".",".",".",".",".",".",".","."
"","221
001","20","3.377","35.0","20.0","35.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","221
002","18","3.444","50.0","11.1","16.7","22.2",".",".",".",".",".",".",".",".",".",".",".","."
"","003
221","19","3.763","63.2","26.3","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem Survey of Spanish Lit","Course Total","57","3.526","49.1","19.3","21.1","8.8","1.8",".",".",".",".",".",".",".",".",".",".","."
"","222
001","29","3.241","31.0","20.7","27.6","13.8","3.4","3.4",".",".",".",".",".",".",".",".",".","."
"","222
002","32","3.203","25.0","28.1","25.0","6.3","15.6",".",".",".",".",".",".",".",".",".",".","."
"","003
222","26","3.615","42.3","46.2","7.7",".","3.8",".",".",".",".",".",".",".",".",".",".","."
"Elem Survey Hispan Lit-1700","Course Total","87","3.339","32.2","31.0","20.7","6.9","8.0","1.1",".",".",".",".",".",".",".",".",".","."
"","225
001","21","2.650",".",".","57.1","9.5","28.6",".",".","4.8",".",".",".",".",".",".",".","."
"","002
225","23","2.804","17.4",".","43.5","13.0","21.7","4.3",".",".",".",".",".",".",".",".",".","."
"","003
225","19","3.737","57.9","31.6","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","225
004","22","3.114","13.6","22.7","45.5","9.1","9.1",".",".",".",".",".",".",".",".",".",".","."
"","225
005","22","3.048","13.6","22.7","31.8","13.6","13.6",".",".","4.5",".",".",".",".",".",".",".","."
"","225
007","17","3.500","23.5","47.1","23.5",".",".",".",".","5.9",".",".",".",".",".",".",".","."
"","225
008","21","3.421","23.8","38.1","23.8",".","4.8",".",".","9.5",".",".",".",".",".",".",".","."
"","225
009","22","3.659","63.6","31.8",".",".",".",".","4.5",".",".",".",".",".",".",".",".","."
"","225
010","21","3.071","9.5","33.3","28.6","19.0","9.5",".",".",".",".",".",".",".",".",".",".","."
"","225
011","19","3.632","52.6","21.1","26.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","225
012","22","2.976","9.1","13.6","54.5","9.1","4.5","4.5",".","4.5",".",".",".",".",".",".",".","."
"","225
014","19","3.737","68.4","21.1","5.3",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"3rd Yr Lang Prac&Gram Rev","Course Total","248","3.262","28.6","23.0","29.8","6.5","8.5","0.8","0.4","2.4",".",".",".",".",".",".",".","."
"","226
001","24","3.239","25.0","12.5","50.0",".","8.3",".",".","4.2",".",".",".",".",".",".",".","."
"","226
002","21","3.595","38.1","42.9","19.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
003","23","3.413","26.1","34.8","34.8","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","226
005","21","3.650","57.1","9.5","28.6",".",".",".",".","4.8",".",".",".",".",".",".",".","."
"","226
006","23","3.130","17.4","13.0","52.2","13.0","4.3",".",".",".",".",".",".",".",".",".",".","."
"","007
226","23","3.109","8.7","39.1","39.1",".","8.7","4.3",".",".",".",".",".",".",".",".",".","."
"","226
008","22","3.159","13.6","18.2","54.5","13.6",".",".",".",".",".",".",".",".",".",".",".","."
"","226
009","22","3.682","59.1","18.2","22.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
010","18","2.944","11.1","22.2","50.0",".","11.1",".","5.6",".",".",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","Page 296 of 375",""
