"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","319
005","21","2.952","23.8","4.8","23.8","33.3","14.3",".",".",".",".",".",".",".",".",".",".","."
"","319
006","25","2.640","12.0","12.0","32.0","12.0","20.0","8.0","4.0",".",".",".",".",".",".",".",".","."
"Tech-Ordinary Diff Equation","Course Total","168","2.602","20.8","9.5","21.4","9.5","22.6","7.1","7.7",".","0.6",".",".",".",".","0.6",".","."
"","001
320","17","3.265","35.3","11.8","29.4","17.6","5.9",".",".",".",".",".",".",".",".",".",".","."
"","320
002","23","2.978","30.4","17.4","21.7","13.0","8.7",".","8.7",".",".",".",".",".",".",".",".","."
"","320
003","34","2.632","20.6","8.8","26.5","5.9","26.5","2.9","8.8",".",".",".",".",".",".",".",".","."
"","320
004","27","2.815","14.8","25.9","22.2","3.7","25.9","3.7","3.7",".",".",".",".",".",".",".",".","."
"","320
005","15","2.464","20.0","6.7","13.3","13.3","13.3","26.7",".",".",".",".",".",".",".","6.7",".","."
"Linear Mathematics","Course Total","116","2.817","23.3","14.7","23.3","9.5","18.1","5.2","5.2",".",".",".",".",".",".","0.9",".","."
"","321
001","23","2.587","30.4",".","4.3","13.0","43.5","4.3","4.3",".",".",".",".",".",".",".",".","."
"","002
321","11","2.864","27.3","18.2","18.2","9.1","9.1","18.2",".",".",".",".",".",".",".",".",".","."
"Appl Mathematical Analysis","Course Total","34","2.676","29.4","5.9","8.8","11.8","32.4","8.8","2.9",".",".",".",".",".",".",".",".","."
"Appl Mathematical Analysis","322
001","15","3.367","40.0","13.3","33.3","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"","340
001","20","2.600","25.0","5.0","15.0","15.0","20.0","20.0",".",".",".",".",".",".",".",".",".","."
"","002
340","30","2.783","23.3","10.0","26.7","13.3","13.3","10.0","3.3",".",".",".",".",".",".",".",".","."
"","340
003","34","3.044","23.5","8.8","41.2","5.9","20.6",".",".",".",".",".",".",".",".",".",".","."
"","340
004","21","3.024","23.8","4.8","33.3","28.6","9.5",".",".",".",".",".",".",".",".",".",".","."
"","340
005","22","2.864","36.4",".","27.3",".","22.7","13.6",".",".",".",".",".",".",".",".",".","."
"","340
006","28","2.885","10.7","25.0","25.0","10.7","14.3","7.1",".",".",".",".",".",".",".","7.1",".","."
"","007
340","24","1.896","8.3","8.3","4.2","4.2","41.7","20.8","12.5",".",".",".",".",".",".",".",".","."
"","340
009","29","2.914","31.0","10.3","17.2","6.9","27.6","6.9",".",".",".",".",".",".",".",".",".","."
"","010
340","21","2.750","14.3","14.3","19.0","14.3","28.6","4.8",".",".",".",".",".",".",".","4.8",".","."
"Elem Matrix&Linear Algebra","Course Total","229","2.768","21.8","10.0","24.0","10.5","21.8","8.7","1.7",".",".",".",".",".",".","1.3",".","."
"","431
001","24","2.708","25.0","12.5","20.8","12.5","16.7",".","12.5",".",".",".",".",".",".",".",".","."
"","431
002","29","2.948","24.1","13.8","20.7","17.2","20.7","3.4",".",".",".",".",".",".",".",".",".","."
"Intro-Theory of Probability","Course Total","53","2.840","24.5","13.2","20.8","15.1","18.9","1.9","5.7",".",".",".",".",".",".",".",".","."
"Intro to Modern Algebra","001
441","24","2.938","16.7","20.8","29.2","8.3","20.8","4.2",".",".",".",".",".",".",".",".",".","."
"Applied Linear Algebra","443
001","14","2.500","28.6","7.1","7.1","14.3","7.1","21.4","7.1","7.1",".",".",".",".",".",".",".","."
"College Geometry I","461
001","37","3.243","43.2","18.9","18.9","2.7","8.1","5.4","2.7",".",".",".",".",".",".",".",".","."
"History of Mathematics","473
001","8","2.643","25.0","12.5","25.0",".",".","12.5","12.5","12.5",".",".",".",".",".",".",".","."
"Intro-Combinatorics","475
001","23","3.391","43.5","8.7","34.8","8.7","4.3",".",".",".",".",".",".",".",".",".",".","."
"Undergraduate Seminar","490
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics in Undergrad Math","491
001","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","521
001","14","2.464","21.4",".","35.7","7.1","7.1","21.4","7.1",".",".",".",".",".",".",".",".","."
"","521
002","19","2.553","21.1","5.3","26.3","10.5","15.8","15.8","5.3",".",".",".",".",".",".",".",".","."
"Advanced Calculus","Course Total","33","2.515","21.2","3.0","30.3","9.1","12.1","18.2","6.1",".",".",".",".",".",".",".",".","."
"Linear Programming Methods","525
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","541
001","28","3.268","42.9","3.6","35.7","7.1","7.1","3.6",".",".",".",".",".",".",".",".",".","."
"","002
541","16","3.125","31.3","12.5","18.8","25.0","12.5",".",".",".",".",".",".",".",".",".",".","."
"Modern Algebra","Course Total","44","3.216","38.6","6.8","29.5","13.6","9.1","2.3",".",".",".",".",".",".",".",".",".","."
"Elementary Topology","001
551","16","3.063","37.5","12.5","18.8",".","25.0","6.3",".",".",".",".",".",".",".",".",".","."
"Complex Analysis","623
001","7","3.429","57.1",".","28.6",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"Intro-Stochastic Processes","632
001","13","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
