"Growth&Develpmt Global Econ","374
001","","28","3.308","32.1","17.9","28.6","3.6","10.7",".","",".","","7.1",".","",".",".","",".","",".","",".",".","."
"Topics in Global Security","601
001","","10","3.550","40.0","40.0","10.0","10.0",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Topics-Intl Rel&Environment","611
001","","12","3.625","41.7","41.7","16.7",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"INTL ST
504","Dept. Total","","50","3.458","36.0","28.0","22.0","4.0","6.0","",".","",".","4.0","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"504
INTL ST","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","2","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","9","3.071","11.1","44.4","11.1","11.1","22.2","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","38","3.504","36.8","26.3","26.3","2.6","2.6","",".","",".","5.3","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","49","3.448","34.7","28.6","22.4","4.1","6.1","",".","",".","4.1","",".",".","",".","",".","",".",".",".","."
"Special","","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","50","3.458","36.0","28.0","22.0","4.0","6.0","",".","",".","4.0","",".",".","",".","",".","",".",".",".","."
