"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","101
001","22","3.155","31.8","31.8","9.1","9.1","13.6",".","4.5",".",".",".",".",".",".",".",".","."
"","002
101","24","3.239","33.3","20.8","25.0","8.3","4.2",".","4.2",".",".",".",".",".",".","4.2",".","."
"","003
101","23","3.826","73.9","17.4","8.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","101
004","20","3.225","35.0","20.0","30.0","5.0","5.0",".","5.0",".",".",".",".",".",".",".",".","."
"","101
005","22","3.395","45.5","13.6","13.6","9.1",".",".","4.5","9.1",".",".",".",".",".","4.5",".","."
"","101
006","24","3.438","41.7","25.0","16.7","12.5","4.2",".",".",".",".",".",".",".",".",".",".","."
"","007
101","24","3.021","29.2","4.2","25.0","25.0","16.7",".",".",".",".",".",".",".",".",".",".","."
"","008
101","23","3.500","60.9","4.3","21.7","4.3",".",".","4.3","4.3",".",".",".",".",".",".",".","."
"","101
009","22","3.205","36.4","18.2","22.7","13.6",".","9.1",".",".",".",".",".",".",".",".",".","."
"","101
011","20","3.375","50.0","5.0","30.0",".","15.0",".",".",".",".",".",".",".",".",".",".","."
"","101
012","24","3.152","25.0","16.7","29.2","12.5","12.5",".",".","4.2",".",".",".",".",".",".",".","."
"","013
101","24","3.604","54.2","16.7","25.0","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","101
014","22","3.500","59.1","22.7","4.5","4.5","4.5",".","4.5",".",".",".",".",".",".",".",".","."
"","101
015","22","3.477","36.4","22.7","40.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","101
017","22","3.205","36.4","22.7","18.2","9.1","9.1",".","4.5",".",".",".",".",".",".",".",".","."
"","101
018","24","3.438","50.0","8.3","29.2","4.2","8.3",".",".",".",".",".",".",".",".",".",".","."
"","101
019","24","3.146","25.0","8.3","50.0","4.2","12.5",".",".",".",".",".",".",".",".",".",".","."
"","101
021","24","3.396","41.7","20.8","20.8","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"","101
022","21","3.619","66.7","4.8","19.0","4.8","4.8",".",".",".",".",".",".",".",".",".",".","."
"","101
024","23","3.114","17.4","26.1","26.1","13.0","13.0",".",".","4.3",".",".",".",".",".",".",".","."
"First Year Spanish","Course Total","454","3.351","42.3","16.5","23.3","7.7","6.6","0.4","1.5","1.1",".",".",".",".",".","0.4",".","."
"","102
001","22","2.955","36.4","13.6","13.6","4.5","22.7","4.5","4.5",".",".",".",".",".",".",".",".","."
"","102
002","20","3.200","30.0","15.0","35.0","5.0","15.0",".",".",".",".",".",".",".",".",".",".","."
"","102
003","23","3.522","47.8","21.7","21.7","4.3","4.3",".",".",".",".",".",".",".",".",".",".","."
"","102
004","22","3.341","45.5","9.1","36.4","4.5",".",".","4.5",".",".",".",".",".",".",".",".","."
"","102
005","24","3.217","45.8","16.7","16.7",".","8.3",".","8.3","4.2",".",".",".",".",".",".",".","."
"","102
006","24","3.583","50.0","25.0","20.8",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"","007
102","19","3.105","42.1","5.3","21.1","5.3","21.1","5.3",".",".",".",".",".",".",".",".",".","."
"","008
102","21","3.375","33.3","19.0","33.3","4.8","4.8",".",".","4.8",".",".",".",".",".",".",".","."
"","009
102","19","2.917","26.3","10.5","36.8","5.3","5.3",".","10.5","5.3",".",".",".",".",".",".",".","."
"","102
010","22","3.591","54.5","22.7","13.6","4.5","4.5",".",".",".",".",".",".",".",".",".",".","."
"","102
011","23","3.587","56.5","13.0","26.1",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","102
012","21","3.357","38.1","28.6","9.5","14.3","9.5",".",".",".",".",".",".",".",".",".",".","."
"","013
102","22","3.273","27.3","27.3","36.4",".","4.5","4.5",".",".",".",".",".",".",".",".",".","."
"","014
102","23","3.261","30.4","34.8","17.4",".","13.0","4.3",".",".",".",".",".",".",".",".",".","."
"","015
102","23","3.174","47.8","17.4","17.4",".","4.3","4.3","8.7",".",".",".",".",".",".",".",".","."
"","102
016","22","3.250","22.7","18.2","50.0","4.5","4.5",".",".",".",".",".",".",".",".",".",".","."
"","102
017","20","3.575","55.0","25.0","15.0",".",".","5.0",".",".",".",".",".",".",".",".",".","."
"","102
018","23","3.326","26.1","26.1","39.1","4.3","4.3",".",".",".",".",".",".",".",".",".",".","."
"","019
102","18","3.472","33.3","38.9","22.2",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","102
020","20","3.225","40.0","5.0","40.0",".","10.0","5.0",".",".",".",".",".",".",".",".",".","."
"","021
102","21","3.275","14.3","38.1","33.3","4.8","4.8",".",".","4.8",".",".",".",".",".",".",".","."
"","022
102","15","3.200","33.3","20.0","26.7","6.7","6.7","6.7",".",".",".",".",".",".",".",".",".","."
"","102
023","12","2.708","16.7","8.3","33.3","16.7","16.7",".","8.3",".",".",".",".",".",".",".",".","."
"First Year Spanish","Course Total","479","3.299","37.8","20.3","26.5","3.5","7.5","1.7","1.9","0.8",".",".",".",".",".",".",".","."
"","203
001","22","3.409","36.4","18.2","40.9",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","Page 294 of 375",""
