"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","",""
"OPERATIONS & TECHNOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"238
OTM","","","","","","","","","","","","","","","","","","",""
"Operations Research-Mgt","312
001","37","3.284","32.4","29.7","13.5","10.8","13.5",".",".",".",".",".",".",".",".",".",".","."
"","350
001","96","3.286","31.3","29.2","21.9","11.5","3.1","1.0","2.1",".",".",".",".",".",".",".",".","."
"","002
350","97","3.335","30.9","32.0","17.5","14.4","4.1","1.0",".",".",".",".",".",".",".",".",".","."
"","003
350","82","3.238","18.3","46.3","17.1","8.5","6.1","3.7",".",".",".",".",".",".",".",".",".","."
"Mgmt-Serv&Manufctng Operatn","Course Total","275","3.289","27.3","35.3","18.9","11.6","4.4","1.8","0.7",".",".",".",".",".",".",".",".","."
"","399
043","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
076","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Rdg&Rsch-Operatns&Info Mgmt","Course Total","3","***","","","","","","","","","","","","","","","",""
"Operations Research I","410
001","10","3.400","10.0","60.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Service Operations Mgmt","451
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Sim Model&Analy-Ind Eng Sys","642
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Operations Research I","710
001","20","3.700","60.0","20.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","730
001","35","3.132","20.0","31.4","14.3","17.1","14.3",".",".",".",".",".",".",".",".","2.9",".","."
"","730
002","44","3.407","31.8","29.5","27.3","4.5","4.5",".",".",".",".",".",".",".",".","2.3",".","."
"Managerial Economics","Course Total","79","3.286","26.6","30.4","21.5","10.1","8.9",".",".",".",".",".",".",".",".","2.5",".","."
"","750
001","23","3.848","69.6","30.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","750
002","23","3.935","87.0","13.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Operations Management","Course Total","46","3.891","78.3","21.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Service Operations Managmnt","751
001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","768
001","30","3.776","56.7","36.7","3.3",".",".",".",".",".",".",".",".",".",".","3.3",".","."
"","768
002","29","3.690","41.4","55.2","3.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Quality Management","Course Total","59","3.733","49.2","45.8","3.4",".",".",".",".",".",".",".",".",".",".","1.7",".","."
"Intro-Qual&Prodtvty Imprvmt","770
001","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","799
037","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
048","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
076","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Rdg&Rsch-Operatns&Info Mgmt","Course Total","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Strategc Managemt&Qual Plan","861
001","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Operations Management","875
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
076","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
117","1","***","","","","","","","","","",".",".",".",".",".",".","."
"PhD Thesis-Operatns&Inf Mgt","Course Total","3","***","","","","","","","","","","","","","","","",""
"Read&Rsch-Oper&Info Mgt PhD","999
037","1","***","","","","","","","","","",".",".",".",".",".",".","."
