"L&S","","","","","","","","","","","","","","","","","","","","","",""
"WOMENS STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"963
WOMEN ST","","","","","","","","","","","","","","","","","","","","","",""
"WOMEN ST
963","Dept. Total","1139","3.442","33.9","34.7","20.6","6.2","2.7","0.5","0.2","1.0","0.1",".","",".","",".","",".","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"963
WOMEN ST","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","150","3.207","14.7","37.3","30.7","10.7","6.0","0.7",".",".",".",".","",".","",".","",".",".",".","."
"Sophomore","","172","3.374","25.6","44.2","18.0","7.6","3.5","0.6","0.6",".",".",".","",".","",".","",".",".",".","."
"Junior","","362","3.510","36.5","36.5","21.3","5.0","0.8",".",".",".",".",".","",".","",".","",".",".",".","."
"Senior","","435","3.478","40.2","29.7","18.2","5.5","3.0","0.9","0.2","2.1",".",".","",".","",".","",".","0.2",".","."
"Undergraduates","","1119","3.436","33.3","35.1","20.8","6.3","2.8","0.5","0.2","0.8",".",".","",".","",".","",".","0.1",".","."
"Special","","9","3.833","55.6",".","11.1",".",".",".",".","22.2","11.1",".","",".","",".","",".",".",".","."
"Graduate","","11","3.806","72.7","18.2","9.1",".",".",".",".",".",".",".","",".","",".","",".",".",".","."
"","Dept. Total","1139","3.442","33.9","34.7","20.6","6.2","2.7","0.5","0.2","1.0","0.1",".","",".","",".","",".","0.1",".","."
