"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"Prac-Early Chldhd Ed-Kinder","363
001","","24","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","364
001","","24","3.896","87.5","8.3",".","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","364
002","","25","3.880","84.0","8.0","8.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","364
003","","21","3.952","90.5","9.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Educ:Preschl-Mid Schl","Course Total","","70","3.907","87.1","8.6","2.9","1.4",".",".",".",".",".",".",".",".",".",".",".","."
"","367
001","","24","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","367
002","","25","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","367
003","","21","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Prac-Rdg&Lang:Pre-Middl Sch","Course Total","","70","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","368
001","","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","368
002","","25","3.960","92.0","8.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","368
003","","21","3.929","90.5","4.8","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg Rdg:Preschl-Middl Schl","Course Total","","71","3.965","94.4","4.2","1.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","369
001","","24","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","369
002","","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","369
003","","21","3.929","90.5","4.8","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg Lang Art:Pre-Middl Sch","Course Total","","70","3.964","94.3","4.3","1.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
001","","24","3.729","54.2","37.5","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
002","","26","3.481","30.8","38.5","26.9","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"","003
370","","26","3.846","76.9","19.2",".","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"Teach Math:Preschl-Mid Schl","Course Total","","76","3.684","53.9","31.6","11.8","2.6",".",".",".",".",".",".",".",".",".",".",".","."
"","371
001","","24","3.896","87.5","4.2","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","371
002","","25","3.660","56.0","24.0","16.0","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"","371
003","","25","3.920","84.0","16.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg Soc St:Pre-Middle Schl","Course Total","","74","3.824","75.7","14.9","8.1","1.4",".",".",".",".",".",".",".",".",".",".",".","."
"","372
001","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","372
002","","25","3.840","84.0","8.0","4.0",".","4.0",".",".",".",".",".",".",".",".",".",".","."
"","372
003","","25","3.940","92.0","4.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg Sci:Preschl-Middl Schl","Course Total","","74","3.926","91.9","4.1","2.7",".","1.4",".",".",".",".",".",".",".",".",".",".","."
"","373
001","","24","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","373
002","","24","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","373
003","","25","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Prac-Math,Sci,SocSt:Pre-Mid","Course Total","","73","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Pract: Rdg & Math-Elem Schl","374
001","","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","375
001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","375
002","","16","3.980","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Proseminar","Course Total","","30","3.989","96.7","3.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching of Physical Educ","378
001","","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"School Services-Com Dis","392
001","","41","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teach Secondry Schl Math II","394
001","","9","3.611","55.6","22.2","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","399
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","3","***","","","","","","","","","","","","","","","",""
"March 29, 2013","","","","","","","","","","","","","","","","","","","","Page 83 of 375"
