"L&S","","","","","","","","","","","","","","","","","","","",""
"LINGUISTICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"550
LINGUIS","","","","","","","","","","","","","","","","","","","",""
"LINGUIS
550","Dept. Total","374","3.321","44.7","13.1","18.4","4.0","6.7","3.5","1.9","4.5","0.3",".","",".","1.3","0.5","0.5",".","0.5"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"550
LINGUIS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","66","3.000","31.8","15.2","27.3","6.1","7.6","7.6","4.5",".",".",".","",".",".",".",".",".","."
"Sophomore","","102","3.083","37.3","13.7","20.6","4.9","14.7","4.9","2.9",".",".",".","",".",".",".","1.0",".","."
"Junior","","57","3.265","42.1","14.0","26.3","3.5","5.3","5.3","1.8","1.8",".",".","",".",".",".",".",".","."
"Senior","","37","3.404","37.8","13.5","29.7","5.4","5.4",".",".","5.4","2.7",".","",".",".",".",".",".","."
"Undergraduates","","262","3.144","37.0","14.1","24.8","5.0","9.5","5.0","2.7","1.1","0.4",".","",".",".",".","0.4",".","."
"Special","","6","3.375","33.3",".","16.7","16.7",".",".",".","33.3",".",".","",".",".",".",".",".","."
"Graduate","","106","3.872","64.2","11.3","2.8","0.9",".",".",".","11.3",".",".","",".","4.7","1.9","0.9",".","1.9"
"","Dept. Total","374","3.321","44.7","13.1","18.4","4.0","6.7","3.5","1.9","4.5","0.3",".","",".","1.3","0.5","0.5",".","0.5"
