"Rsch in Physical Activity","991
001","5","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
008","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
019","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Independent Reading","Course Total","2","***","","","","","","","","","","","","","","","","","","",""
"KINES
742","Dept. Total","709","3.460","43.4","25.2","20.2","5.2","3.0","1.3","0.1","1.1","",".",".","",".","0.4","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"742
KINES","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","7","3.056","14.3","14.3","42.9","14.3","14.3",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","50","3.441","26.0","48.0","18.0","6.0",".",".","2.0",".","",".",".","",".",".","",".",".",".","."
"Junior","","184","3.506","43.5","25.5","23.4","5.4","1.6",".",".","0.5","",".",".","",".",".","",".",".",".","."
"Senior","","404","3.419","44.8","23.8","19.6","5.7","4.0","2.2",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","645","3.442","42.6","26.0","20.8","5.7","3.1","1.4","0.2","0.2","",".",".","",".",".","",".",".",".","."
"Special","","20","3.483","40.0","25.0","35.0",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","44","3.779","56.8","13.6","4.5",".","2.3",".",".","15.9","",".",".","",".","6.8","",".",".",".","."
"","Dept. Total","709","3.460","43.4","25.2","20.2","5.2","3.0","1.3","0.1","1.1","",".",".","",".","0.4","",".",".",".","."
