"ART DEPARTMENT","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","",""
"","102
001","23","3.022","43.5","8.7","26.1","4.3","4.3",".","13.0",".",".",".",".",".",".",".",".","."
"","102
002","24","3.458","41.7","33.3","20.8",".",".",".","4.2",".",".",".",".",".",".",".",".","."
"","102
003","21","3.357","38.1","33.3","19.0",".","4.8",".","4.8",".",".",".",".",".",".",".",".","."
"","004
102","24","3.500","33.3","50.0","12.5",".",".","4.2",".",".",".",".",".",".",".",".",".","."
"","102
005","23","3.652","43.5","47.8","4.3","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","102
006","20","3.263","30.0","40.0","10.0",".","10.0",".","5.0",".",".",".",".",".","5.0",".",".","."
"Two-Dimensional Design","Course Total","135","3.381","38.5","35.6","15.6","1.5","3.0","0.7","4.4",".",".",".",".",".","0.7",".",".","."
"","104
001","18","3.250","11.1","50.0","22.2","11.1","5.6",".",".",".",".",".",".",".",".",".",".","."
"","104
002","20","3.325","15.0","50.0","25.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","104
003","19","3.333","15.8","36.8","36.8","5.3",".",".",".","5.3",".",".",".",".",".",".",".","."
"","104
004","25","3.360","24.0","56.0","12.0",".","4.0",".","4.0",".",".",".",".",".",".",".",".","."
"Three-Dimensional Design","Course Total","82","3.321","17.1","48.8","23.2","4.9","3.7",".","1.2","1.2",".",".",".",".",".",".",".","."
"Foundations of Contemp Art","108
001","183","3.309","41.0","24.6","17.5","5.5","6.0","2.7","2.7",".",".",".",".",".",".",".",".","."
"","112
001","27","3.333","29.6","37.0","18.5",".","14.8",".",".",".",".",".",".",".",".",".",".","."
"","112
002","25","3.300","28.0","36.0","28.0",".","4.0",".","4.0",".",".",".",".",".",".",".",".","."
"","003
112","24","3.229","33.3","16.7","33.3","12.5",".",".","4.2",".",".",".",".",".",".",".",".","."
"","004
112","21","2.868","14.3","19.0","23.8","14.3","14.3",".","4.8","9.5",".",".",".",".",".",".",".","."
"","112
005","25","3.560","36.0","44.0","16.0","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"","112
006","24","3.545","20.8","62.5","4.2","4.2",".",".",".","4.2",".",".",".",".",".","4.2",".","."
"","112
007","23","3.391","34.8","34.8","26.1",".",".",".","4.3",".",".",".",".",".",".",".",".","."
"","112
008","19","3.500","31.6","36.8","31.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Drawing I","Course Total","188","3.348","28.7","36.2","22.3","4.3","4.3",".","2.1","1.6",".",".",".",".",".","0.5",".","."
"","212
001","18","3.250","16.7","38.9","27.8","11.1","5.6",".",".",".",".",".",".",".",".",".",".","."
"","002
212","24","3.083","12.5","29.2","37.5","12.5","4.2","4.2",".",".",".",".",".",".",".",".",".","."
"","212
003","20","3.375","40.0","45.0","5.0",".",".","5.0","5.0",".",".",".",".",".",".",".",".","."
"","212
004","20","3.605","45.0","30.0","15.0","5.0",".",".",".","5.0",".",".",".",".",".",".",".","."
"Drawing II","Course Total","82","3.315","28.0","35.4","22.0","7.3","2.4","2.4","1.2","1.2",".",".",".",".",".",".",".","."
"","214
001","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","214
002","17","3.853","82.4","5.9","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","214
003","14","3.786","78.6","7.1","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"Sculpture I","Course Total","51","3.892","88.2","3.9","5.9","2.0",".",".",".",".",".",".",".",".",".",".",".","."
"","001
222","17","3.647","41.2","47.1","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","222
002","23","3.717","56.5","30.4","13.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","222
003","21","3.143","28.6","14.3","23.8","23.8","9.5",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Painting","Course Total","61","3.500","42.6","29.5","16.4","8.2","3.3",".",".",".",".",".",".",".",".",".",".","."
"","001
224","13","4.000","92.3",".",".",".",".",".",".","7.7",".",".",".",".",".",".",".","."
"","224
002","16","3.938","93.8",".","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
003","17","3.441","23.5","52.9","17.6",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"Ceramics I","Course Total","46","3.767","67.4","19.6","8.7",".","2.2",".",".","2.2",".",".",".",".",".",".",".","."
"Textile Design: Weaving I","229
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","232
001","20","3.831","80.0","15.0",".",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","232
002","19","3.579","42.1","36.8","15.8","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","232
003","10","3.600","30.0","60.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Life Drawing I","Course Total","49","3.685","55.1","32.7","8.2","2.0","2.0",".",".",".",".",".",".",".",".",".",".","."
