"","999
025","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
040","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
073","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","8","4.000","37.5",".",".",".",".",".",".","37.5",".",".",".",".","25.0",".",".","."
"ED POL
310","Dept. Total","482","3.542","36.7","32.8","14.7","1.2","1.5","0.6","0.6","5.0","0.2","3.3","0.2","1.9","1.0","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"310
ED POL","","","","","","","","","","","","","","","","","","",""
"Freshmen","","24","3.521","29.2","54.2","12.5",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","57","3.421","26.3","49.1","17.5",".","5.3","1.8",".",".",".",".",".",".",".",".",".","."
"Junior","","112","3.487","41.1","34.8","16.1","3.6","1.8","1.8","0.9",".",".",".",".",".",".",".",".","."
"Senior","","115","3.425","32.2","33.0","28.7","1.7","0.9",".","1.7","0.9",".",".",".",".",".","0.9",".","."
"Undergraduates","","308","3.454","34.1","38.3","20.8","1.9","2.3","1.0","1.0","0.3",".",".",".",".",".","0.3",".","."
"Special","","19","3.654","47.4","31.6","15.8",".",".",".",".",".",".",".",".",".","5.3",".",".","."
"Graduate","","155","3.791","40.6","21.9","2.6",".",".",".",".","14.8","0.6","10.3","0.6","5.8","2.6",".",".","."
"","Dept. Total","482","3.542","36.7","32.8","14.7","1.2","1.5","0.6","0.6","5.0","0.2","3.3","0.2","1.9","1.0","0.2",".","."
