"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"MED","College Total","6276","3.465","44.9","16.8","20.4","2.4","5.2","0.6","0.2","5.9","0.0","1.9","0.0","0.5","0.4","0.0","0.1","0.6"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"MED","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","12","3.300","75.0",".","8.3","8.3",".","8.3",".",".",".",".",".",".",".",".",".","."
"Sophomore","","195","2.605","20.0","6.7","27.7","4.6","33.8","5.6","1.5",".",".",".",".",".",".",".",".","."
"Junior","","457","2.886","26.5","12.9","28.2","9.4","18.8","3.3","0.7","0.2",".",".",".",".",".",".",".","."
"Senior","","1017","3.328","40.1","19.8","24.2","6.3","8.5","0.9",".","0.2",".",".",".",".",".",".","0.1","."
"Undergraduates","","1681","3.094","34.3","16.2","25.6","7.0","14.2","2.1","0.4","0.2",".",".",".",".",".",".","0.1","."
"Special","","113","3.346","31.0","15.0","15.0","3.5","4.4","1.8",".","1.8",".","2.7","0.9",".","0.9","0.9",".","22.1"
"Graduate","","1367","3.705","44.9","15.0","10.5","0.8","0.4","0.1","0.1","15.7",".","8.5",".","2.3","1.5","0.1","0.2","."
"Prof Yr 1","","878","3.577","49.7","9.7","18.8","0.8","4.0","0.1","0.1","16.6",".",".",".",".",".",".",".","0.2"
"Prof Yr 2","","1128","3.559","56.6","5.5","33.9","0.1","2.8",".","0.1","0.6",".",".",".",".",".",".",".","0.4"
"Prof Yr 3","","681","3.513","38.0","39.9","17.0","1.2","1.6",".","0.4","1.0","0.1",".",".","0.1","0.3",".",".","0.1"
"Prof Yr 4","","444","3.752","57.9","31.8","6.8","0.9","0.2",".",".","1.6",".",".",".",".",".",".",".","0.9"
"Professionals","","3131","3.580","50.8","17.9","22.1","0.6","2.5","0.0","0.2","5.3","0.0",".",".","0.0","0.1",".",".","0.4"
"","College Total","6292","3.465","44.8","16.8","20.4","2.4","5.2","0.6","0.2","6.1","0.0","1.9","0.0","0.5","0.4","0.0","0.1","0.6"
