"MECHANICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","",""
"Cooperative Education Prog","1
001","49","3.959","91.8","8.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","160
001","23","3.304","34.8","34.8","13.0","8.7","4.3",".","4.3",".",".",".",".",".",".",".",".","."
"","160
002","20","3.263","25.0","45.0","10.0","5.0",".","10.0",".","5.0",".",".",".",".",".",".",".","."
"","160
003","21","3.167","38.1","19.0","14.3","14.3","9.5",".","4.8",".",".",".",".",".",".",".",".","."
"Architectural Graphics","Course Total","64","3.246","32.8","32.8","12.5","9.4","4.7","3.1","3.1","1.6",".",".",".",".",".",".",".","."
"","170
001","19","3.158","31.6","42.1","5.3","10.5",".",".","10.5",".",".",".",".",".",".",".",".","."
"","170
002","22","3.659","63.6","9.1","22.7","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"","170
004","20","3.425","30.0","40.0","20.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"Civil Engineering Graphics","Course Total","61","3.426","42.6","29.5","16.4","6.6","1.6",".","3.3",".",".",".",".",".",".",".",".","."
"Intro Engineering Graphics","231
001","125","3.040","16.8","26.4","24.0","21.6","8.8","0.8","1.6",".",".",".",".",".",".",".",".","."
"Geom Modeling-Engr Applcatn","001
232","90","3.129","23.3","21.1","25.6","22.2","4.4","1.1","1.1",".",".",".",".",".",".","1.1",".","."
"","240
002","18","2.250","5.6","5.6","11.1","33.3","27.8","11.1","5.6",".",".",".",".",".",".",".",".","."
"","240
003","23","2.391","8.7","21.7","13.0","21.7","13.0","8.7","13.0",".",".",".",".",".",".",".",".","."
"","240
004","19","2.474","15.8","26.3","10.5","5.3","15.8","15.8","10.5",".",".",".",".",".",".",".",".","."
"","005
240","22","2.545","18.2","13.6","22.7","13.6","13.6","4.5","13.6",".",".",".",".",".",".",".",".","."
"Dynamics","Course Total","82","2.421","12.2","17.1","14.6","18.3","17.1","9.8","11.0",".",".",".",".",".",".",".",".","."
"","006
291","14","3.633","42.9","35.7","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","291
050","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergrad Mech Engr Project","Course Total","17","3.725","52.9","29.4","17.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","299
016","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
021","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
050","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
053","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","6","3.214","66.7",".","16.7",".",".",".","16.7",".",".",".",".",".",".",".",".","."
"","306
001","25","2.820","20.0","12.0","24.0","16.0","24.0",".","4.0",".",".",".",".",".",".",".",".","."
"","306
002","13","2.846","15.4","15.4","30.8","30.8",".",".","7.7",".",".",".",".",".",".",".",".","."
"","306
003","21","2.810","9.5","23.8","28.6","14.3","19.0",".","4.8",".",".",".",".",".",".",".",".","."
"","306
004","24","2.771","12.5","8.3","33.3","12.5","33.3",".",".",".",".",".",".",".",".",".",".","."
"Mechanics of Materials","Course Total","83","2.807","14.5","14.5","28.9","16.9","21.7",".","3.6",".",".",".",".",".",".",".",".","."
"","001
307","14","3.250","14.3","42.9","28.6","7.1","7.1",".",".",".",".",".",".",".",".",".",".","."
"","002
307","9","3.389","33.3","55.6",".",".",".","11.1",".",".",".",".",".",".",".",".",".","."
"","003
307","11","2.773","18.2",".","54.5","9.1","9.1",".","9.1",".",".",".",".",".",".",".",".","."
"","307
004","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","005
307","18","3.306","33.3","16.7","33.3","11.1","5.6",".",".",".",".",".",".",".",".",".",".","."
"","307
006","18","3.083","16.7","27.8","38.9",".","11.1","5.6",".",".",".",".",".",".",".",".",".","."
"","307
007","16","3.688","50.0","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
008","14","3.464","28.6","42.9","21.4","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"Mechanics of Materials Lab","Course Total","104","3.274","26.9","29.8","29.8","5.8","4.8","1.9","1.0",".",".",".",".",".",".",".",".","."
"","313
001","35","3.229","25.7","28.6","25.7","11.4","5.7","2.9",".",".",".",".",".",".",".",".",".","."
"","313
002","37","3.149","13.5","40.5","24.3","10.8","8.1","2.7",".",".",".",".",".",".",".",".",".","."
"","313
003","37","3.203","35.1","13.5","27.0","10.8","10.8","2.7",".",".",".",".",".",".",".",".",".","."
"Manufacturing Processes","Course Total","109","3.193","24.8","27.5","25.7","11.0","8.3","2.8",".",".",".",".",".",".",".",".",".","."
"","314
001","32","3.172","9.4","46.9","25.0","12.5","3.1","3.1",".",".",".",".",".",".",".",".",".","."
"","002
314","30","3.383","13.3","53.3","30.0","3.3",".",".",".",".",".",".",".",".",".",".",".","."
