"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","",""
"MANAGEMENT AND HUMAN RE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"236
M H R","","","","","","","","","","","","","","","","","","","",""
"","725
001","","35","3.543","28.6","51.4","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","725
002","","29","3.362","24.1","27.6","44.8","3.4",".",".",".",".",".",".",".",".",".",".",".","."
"Strategc Mgmt-Innovatn&Tech","Course Total","","64","3.461","26.6","40.6","31.3","1.6",".",".",".",".",".",".",".",".",".",".",".","."
"Small Business Planning","001
727","","22","3.659","40.9","50.0","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Org Structure and Function","730
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","765
001","","7","3.500","28.6","42.9","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","765
002","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Contemporary Topics","Course Total","","18","3.806","72.2","16.7","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar-Arts Administration","773
001","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","799
002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
031","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","056
799","","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"Reading & Rsch-Management","Course Total","","13","3.942","69.2","23.1",".",".",".",".",".",".",".",".",".",".","7.7",".",".","."
"","872
002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","872
003","","7","4.000","71.4",".",".",".",".",".",".","14.3",".",".",".",".","14.3",".",".","."
"Smr-Org Behavior & Design","Course Total","","12","3.950","75.0","8.3",".",".",".",".",".","8.3",".",".",".",".","8.3",".",".","."
"Doctoral Rsch Smr in Mgmt","976
001","","6","3.875","50.0","16.7",".",".",".",".",".","16.7",".",".",".",".","16.7",".",".","."
"","990
002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
088","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"PhD Thesis-Management","Course Total","","9","4.000","44.4",".",".",".",".",".",".","22.2",".",".",".","33.3",".",".",".","."
"Read&Rsch-Mgmt&H Resrcs PhD","999
088","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"M H R
236","Dept. Total","","1382","3.339","33.3","24.0","29.1","6.9","5.1","0.6","0.1","0.4",".",".",".","0.2","0.2",".","0.1","."
