"Independent Reading","Course Total","5","***","","","","","","","","","","","","","","","","","","","",""
"","990
025","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
032","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Thesis","Course Total","2","***","","","","","","","","","","","","","","","","","","","",""
"PORTUG
782","Dept. Total","230","3.110","36.5","15.7","18.7","8.3","12.6","2.6","2.6","3.0","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"782
PORTUG","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","21","2.792","38.1","9.5","19.0","4.8","14.3","4.8","9.5",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","46","2.587","21.7","10.9","17.4","15.2","17.4","8.7","8.7",".","",".",".","",".","",".","",".",".",".","."
"Junior","","52","3.146","34.6","13.5","21.2","9.6","21.2",".",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","71","3.323","38.0","19.7","23.9","7.0","8.5","1.4",".","1.4","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","190","3.028","33.2","14.7","21.1","9.5","14.7","3.2","3.2","0.5","",".",".","",".","",".","",".",".",".","."
"Special","","2","2.250",".",".",".","50.0","50.0",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","38","3.775","55.3","21.1","7.9",".",".",".",".","15.8","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","230","3.110","36.5","15.7","18.7","8.3","12.6","2.6","2.6","3.0","",".",".","",".","",".","",".",".",".","."
