"","990
024","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
027","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
028","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research","Course Total","19","3.826","63.2",".",".",".",".",".","5.3","31.6","",".",".","",".","",".","",".",".",".","."
"PHYSIOL
762","Dept. Total","555","2.802","24.3","5.4","28.1","4.5","30.6","4.7","0.9","1.3","",".",".","",".","",".","",".","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"762
PHYSIOL","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","138","2.489","11.6","3.6","28.3","4.3","43.5","7.2","1.4",".","",".",".","",".","",".","",".",".",".","."
"Junior","","167","2.648","16.8","5.4","31.7","4.2","34.1","6.6","1.2",".","",".",".","",".","",".","",".",".",".","."
"Senior","","98","2.976","34.7","5.1","23.5","6.1","26.5","4.1",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","403","2.672","19.4","4.7","28.5","4.7","35.5","6.2","1.0",".","",".",".","",".","",".","",".",".",".","."
"Special","","19","3.159","31.6",".","36.8","5.3","15.8",".",".","5.3","",".",".","",".","",".","",".","5.3",".","."
"Graduate","","43","3.608","55.8","9.3","16.3",".","2.3",".","2.3","14.0","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","90","3.042","30.0","7.8","30.0","5.6","25.6","1.1",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","90","3.042","30.0","7.8","30.0","5.6","25.6","1.1",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","555","2.802","24.3","5.4","28.1","4.5","30.6","4.7","0.9","1.3","",".",".","",".","",".","",".","0.2",".","."
