"ITALIAN (FRENCH AND ITALIAN) Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"508
ITALIAN","","","","","","","","","","","","","","","","","","","",""
"Course Total
Individual Research","7","4.000","57.1",".",".",".",".",".",".",".","",".",".","",".","42.9",".",".",".","."
"ITALIAN
Dept. Total
508","542","3.311","37.1","20.5","22.1","7.4","6.5","1.3","1.3","2.0","",".",".","",".","0.6","0.7","0.4","0.2","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"508
ITALIAN","","","","","","","","","","","","","","","","","","","",""
"Freshmen","82","3.140","26.8","25.6","24.4","9.8","8.5","2.4","2.4",".","",".",".","",".",".",".",".",".","."
"Sophomore","130","3.283","34.6","22.3","26.2","6.2","6.9","1.5","1.5",".","",".",".","",".",".",".","0.8",".","."
"Junior","138","3.337","36.2","22.5","23.9","8.0","5.8","1.4","0.7","0.7","",".",".","",".",".",".","0.7",".","."
"Senior","124","3.293","39.5","16.1","23.4","9.7","8.9","0.8","0.8","0.8","",".",".","",".",".",".",".",".","."
"Undergraduates","474","3.276","35.0","21.3","24.5","8.2","7.4","1.5","1.3","0.4","",".",".","",".",".",".","0.4",".","."
"Special","14","3.256","42.9","7.1","14.3","7.1",".",".","7.1","21.4","",".",".","",".",".",".",".",".","."
"Graduate","53","3.831","52.8","17.0","3.8",".",".",".",".","11.3","",".",".","",".","5.7","7.5",".","1.9","."
"Prof Yr 3","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Dept. Total","542","3.311","37.1","20.5","22.1","7.4","6.5","1.3","1.3","2.0","",".",".","",".","0.6","0.7","0.4","0.2","."
