"EGR","","","","","","","","","","","","","","","","","","","",""
"CHEMICAL & BIOLOGICAL ENGR Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"220
CBE","","","","","","","","","","","","","","","","","","","",""
"CBE
Dept. Total
220","839","3.120","28.7","16.9","22.4","11.7","9.9","2.0","0.6","5.4","0.1","0.1","",".","2.0","",".",".","0.1","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"220
CBE","","","","","","","","","","","","","","","","","","","",""
"Sophomore","46","3.129","21.7","19.6","32.6","15.2","10.9",".",".",".",".",".","",".",".","",".",".",".","."
"Junior","165","2.951","20.0","15.8","29.1","20.0","10.9","4.2",".",".",".",".","",".",".","",".",".",".","."
"Senior","436","3.074","31.0","18.8","21.3","12.8","12.8","2.1","1.1",".",".",".","",".",".","",".",".",".","."
"Undergraduates","647","3.045","27.5","18.1","24.1","14.8","12.2","2.5","0.8",".",".",".","",".",".","",".",".",".","."
"Special","10","2.766","20.0","10.0","30.0",".","30.0","10.0",".",".",".",".","",".",".","",".",".",".","."
"Graduate","187","3.581","35.3","12.8","15.5","1.1","0.5",".",".","24.1","0.5","0.5","",".","9.1","",".",".","0.5","."
"Dept. Total","844","3.120","29.1","16.8","22.3","11.6","9.8","2.0","0.6","5.3","0.1","0.1","",".","2.0","",".",".","0.1","."
