"","775
017","1","***","","","","","","","","","","","",".",".",".",".","",".",".","."
"","775
021","1","***","","","","","","","","","","","",".",".",".",".","",".",".","."
"","775
022","1","***","","","","","","","","","","","",".",".",".",".","",".",".","."
"Externship","Course Total","13","",".",".",".",".",".","",".","",".","100.0",".",".",".",".","",".",".",".","."
"SURG SCI
938","Dept. Total","569","3.347","24.4","12.3","11.4","2.3","3.0","",".","",".","45.5",".",".",".","1.1","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"938
SURG SCI","","","","","","","","","","","","","","","","","","","","","",""
"Prof Yr 1","","85","3.560","37.6","35.3","22.4","2.4",".","",".","",".","2.4",".",".",".",".","",".",".",".","."
"Prof Yr 2","","8","2.750","12.5",".","12.5","12.5","12.5","",".","",".","50.0",".",".",".",".","",".",".",".","."
"Prof Yr 3","","277","3.092","11.2","14.4","16.2","3.6","5.8","",".","",".","47.7",".",".",".","1.1","",".",".",".","."
"Prof Yr 4","","199","4.000","37.7",".",".",".",".","",".","",".","60.8",".",".",".","1.5","",".",".",".","."
"Professionals","","569","3.347","24.4","12.3","11.4","2.3","3.0","",".","",".","45.5",".",".",".","1.1","",".",".",".","."
"","Dept. Total","569","3.347","24.4","12.3","11.4","2.3","3.0","",".","",".","45.5",".",".",".","1.1","",".",".",".","."
