"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"LAW","","","","","","","","","","","","","","","","","","","",""
"LAW","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","","",""
"International Transactions","828
001","","21","3.471","28.6","23.8","23.8","4.8",".",".",".","19.0",".",".",".",".",".",".",".","."
"Jurisprudence","829
001","","18","3.639","33.3","61.1","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mod American Legal History","831
001","","60","3.568","30.0","11.7","18.3","1.7",".",".",".","38.3",".",".",".",".",".",".",".","."
"Real Estate Transactions II","838
001","","9","3.611","55.6","11.1","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Taxation of Trusts&Estates","844
001","","12","3.182","25.0",".","58.3",".",".","8.3",".","8.3",".",".",".",".",".",".",".","."
"Environ Law & Institutions","848
001","","23","3.605","43.5","13.0","26.1",".",".",".",".","17.4",".",".",".",".",".",".",".","."
"","850
001","","38","3.368","42.1","7.9","39.5","7.9",".","2.6",".",".",".",".",".",".",".",".",".","."
"","850
002","","60","3.519","36.7","20.0","33.3",".",".",".",".","8.3",".",".",".",".",".",".","1.7","."
"Professnl Responsibilities","Course Total","","98","3.441","38.8","15.3","35.7","3.1",".","1.0",".","5.1",".",".",".",".",".",".","1.0","."
"","852
001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","852
002","","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","852
003","","14","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","852
004","","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","852
005","","14","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","852
006","","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","852
007","","21","3.738","57.1","33.3","9.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Trial Advocacy","Course Total","","93","3.869","24.7","7.5","2.2",".",".",".",".","65.6",".",".",".",".",".",".",".","."
"","854
001","","27","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","003
854","","12","3.910","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","854
004","","13","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
005","","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
006","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Clinical Program","Course Total","","76","3.915","15.8","2.6",".",".",".",".",".","81.6",".",".",".",".",".",".",".","."
"Collctv Bargng-Negotn Proc","001
857","","6","3.583","33.3","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Criminal Procedure","860
001","","17","3.912","82.4","17.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Institutionalized Persons","862
001","","50","",".",".",".",".",".",".",".","98.0","2.0",".",".",".",".",".",".","."
"LAIP Seminar","866
001","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"International Trade Law","871
001","","24","3.476","45.8","20.8","12.5","4.2",".",".","4.2","12.5",".",".",".",".",".",".",".","."
"Client Counselling","880
001","","19","3.342","31.6","26.3","21.1","21.1",".",".",".",".",".",".",".",".",".",".",".","."
"Wis Environmntl Law Journal","894
001","","21","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Wisconsin Internl Law Journ","895
001","","57","",".",".",".",".",".",".",".","98.2",".",".",".",".","1.8",".",".","."
"Womens Law Journal","896
001","","29","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Law Review","899
001","","71","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","904
001","","11","3.818","72.7","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
904","","12","3.708","58.3","25.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","904
003","","21","3.675","47.6","38.1","4.8","4.8",".",".",".",".","4.8",".",".",".",".",".",".","."
"Constitutional Law Seminar","Course Total","","44","3.732","56.8","29.5","9.1","2.3",".",".",".",".","2.3",".",".",".",".",".",".","."
"Bioethics and the Law","905
001","","10","3.500","40.0","20.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar-Psychiatry and Law","911
001","","12","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","915
001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","Page 315 of 375",""
