"INTERDIS COURSES (SOHE)","Section","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"498
INTER-HE","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","501
001","","18","3.222","16.7","16.7","61.1","5.6","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"","501
002","","12","3.792","66.7","25.0","8.3",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Special Topics","Course Total","","30","3.450","36.7","20.0","40.0","3.3","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"INTER-HE
498","Dept. Total","","30","3.450","36.7","20.0","40.0","3.3","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"498
INTER-HE","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","5","3.400","20.0","40.0","40.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","10","3.400","40.0","10.0","40.0","10.0","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","15","3.500","40.0","20.0","40.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","30","3.450","36.7","20.0","40.0","3.3","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","30","3.450","36.7","20.0","40.0","3.3","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
