"Hebrew Lit(in Eng)Medvl-Mod","362
001","10","3.500","30.0","40.0","30.0",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"Israeli Fiction-Translation","367
001","17","3.088","11.8","35.3","23.5","17.6","11.8",".",".",".",".","",".",".","",".","",".",".",".","."
"Mod Serb&Croat Lit in Trans","455
001","8","3.857","75.0",".","12.5",".",".",".",".",".",".","",".",".","",".","","12.5",".",".","."
"LITTRANS
551","Dept. Total","643","3.309","32.2","28.5","21.6","7.0","6.8","1.9","1.1","0.2","",".",".","",".","",".","0.5","0.3",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"551
LITTRANS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","135","3.108","20.7","32.6","21.5","9.6","9.6","3.0","2.2",".","",".",".","",".","",".","0.7",".",".","."
"Sophomore","","221","3.358","31.7","30.3","22.2","6.8","7.2","1.4",".",".","",".",".","",".","",".","0.5",".",".","."
"Junior","","148","3.371","40.5","25.0","21.6","5.4","2.7","2.0","2.7",".","",".",".","",".","",".",".",".",".","."
"Senior","","132","3.349","34.1","25.8","21.2","6.8","7.6","1.5",".","0.8","",".",".","",".","",".","0.8","1.5",".","."
"Undergraduates","","636","3.306","31.9","28.6","21.7","7.1","6.8","1.9","1.1","0.2","",".",".","",".","",".","0.5","0.3",".","."
"Special","","6","3.528","50.0","16.7","16.7",".","16.7",".",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","643","3.309","32.2","28.5","21.6","7.0","6.8","1.9","1.1","0.2","",".",".","",".","",".","0.5","0.3",".","."
