"TERM : 0992","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Fall 1998-99","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","",""
"MOLECULAR BIOLOGY","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"650
MOL BIOL","","","","","","","","","","","","","","","",""
"Senior Honors Thesis","681
003
5","***","","","","","","","","","",".",".",".",".",".   
.   
."
"Senior Honors Thesis","682
003
2","***","","","","","","","","","",".",".",".",".",".   
.   
."
"Senior Thesis","691
003
4","***","","","","","","","","","",".",".",".",".",".   
.   
."
"Directed Studies-Molec Biol","699
003
13","3.865","76.9","7.7","15.4",".",".",".",".",".",".",".",".",".",".",".   
.   
."
"MOL BIOL
650","24
Dept. Total","3.925","83.3","4.2","8.3",".",".",".",".",".",".",".",".",".","",".  
.  
.  
4.2"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"650
MOL BIOL","","","","","","","","","","","","","","","",""
"Junior","4","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Senior","20","3.909","80.0","5.0","10.0",".",".",".",".",".",".",".",".",".","",".  
.  
.  
5.0"
"Undergraduates","24","3.925","83.3","4.2","8.3",".",".",".",".",".",".",".",".",".","",".  
.  
.  
4.2"
"","Dept. Total
24","3.925","83.3","4.2","8.3",".",".",".",".",".",".",".",".",".","",".  
.  
.  
4.2"
"March 29, 2013","","","","","","","","","","","","","","","","Page 251 of 375"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for classes or class sections with fewer than five students have been redacted.","","","","","","","","","","","","","","","",""
