"","999
061","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
066","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
090","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
094","3","***","","","","","","","","","",".",".","",".",".",".",".","."
"Reading & Research","Course Total","19","3.938","36.8","5.3",".",".",".",".",".","52.6",".",".","",".","5.3",".",".",".","."
"SOC
900","Dept. Total","3412","3.132","26.3","21.0","23.3","10.0","9.8","2.6","1.1","4.0","0.0","0.8","",".","0.7","0.1","0.1",".","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"900
SOC","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","571","2.788","12.8","16.3","27.7","15.4","20.3","6.3","0.9","0.2",".",".","",".",".",".",".",".","0.2"
"Sophomore","","733","3.075","21.1","22.8","29.1","12.0","10.6","2.7","1.2",".",".",".","",".",".",".","0.3",".","0.1"
"Junior","","807","3.181","26.3","27.1","25.4","9.3","8.1","1.6","1.6","0.4",".",".","",".",".","0.1","0.1",".","."
"Senior","","837","3.180","30.6","20.8","23.4","10.6","8.8","2.2","1.1","1.4","0.1","0.5","",".",".",".","0.2",".","0.2"
"Undergraduates","","2948","3.076","23.6","22.2","26.2","11.5","11.3","3.0","1.2","0.5","0.0","0.1","",".",".","0.0","0.2",".","0.1"
"Special","","18","3.071","33.3","5.6","27.8","5.6","5.6","5.6",".","5.6",".",".","",".",".",".",".",".","11.1"
"Graduate","","444","3.809","44.4","13.7","4.1","0.2","0.2",".",".","26.6",".","5.2","",".","5.4","0.2",".",".","."
"Prof Yr 3","","2","3.500",".","50.0",".",".",".",".",".","50.0",".",".","",".",".",".",".",".","."
"Professionals","","2","3.500",".","50.0",".",".",".",".",".","50.0",".",".","",".",".",".",".",".","."
"","Dept. Total","3412","3.132","26.3","21.0","23.3","10.0","9.8","2.6","1.1","4.0","0.0","0.8","",".","0.7","0.1","0.1",".","0.2"
