"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"MEDIEVAL STUDIES","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","",""
"Sociol&Intel Hist 400-1200","317","001","8","3.032","25.0",".","37.5","37.5",".",".",".",".",".",".",".",".",".",".",".","."
"Old English","320","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Lit in Trans-Icelandic Saga","346","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Sci,Philos&Poetry-Mid Ages","363","001","8","3.214","50.0","25.0",".",".","12.5",".","12.5",".",".",".",".",".",".",".",".","."
"Chaucer's Canterbury Tales","367","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Intdis Stdy-Medvl Civ","550","001","8","3.500","25.0","25.0","25.0",".",".",".",".",".",".",".",".",".","12.5",".",".","12.5"
"Mediaeval Latin","563","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"MEDIEVAL
633","","Dept. Total","32","3.188","34.4","18.8","21.9","9.4","3.1",".","6.3",".",".",".",".",".","3.1",".",".","3.1"
