"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"ASIAN AMERICAN STUDIES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"184
ASIAN AM","","","","","","","","","","","","","","","","","","","",""
"Intro to Asian Amer Studies","101
001","","70","3.433","30.0","24.3","21.4","10.0",".",".",".","12.9",".",".",".",".","1.4",".",".","."
"Topics-Asian Amer Culture","260
001","","7","3.775","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ethnic & Minorty Relig-Amer","369
001","","6","3.417","16.7","66.7",".","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics","540
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Mass Media and Minorities","562
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"ASIAN AM
184","Dept. Total","","93","3.437","31.2","29.0","17.2","11.8",".",".",".","9.7",".",".",".",".","1.1",".",".","."
