"","990
117","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
119","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
121","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
123","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Reading and Research","Course Total","24","3.957","91.7",".","4.2",".",".",".",".",".",".",".",".",".","4.2",".",".","."
"MATH
600","Dept. Total","7594","2.685","21.2","10.7","22.8","9.7","21.1","8.1","4.3","0.2","0.0","1.4","0.0","0.0","0.0","0.3","0.0","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"Freshmen","","3614","2.666","17.3","10.7","23.5","10.6","22.9","8.4","3.8","0.0",".","2.5","0.1",".","0.0","0.2",".","0.0"
"Sophomore","","2197","2.559","17.0","9.8","24.5","9.7","23.5","8.8","5.5",".",".","0.8","0.0",".",".","0.3",".","0.1"
"Junior","","887","2.658","20.9","12.5","23.1","10.1","18.4","9.1","4.7","0.1","0.1","0.3",".",".",".","0.6",".","."
"Senior","","484","2.744","27.3","14.5","19.6","8.1","17.1","8.7","4.8",".",".",".",".",".",".",".",".","."
"Undergraduates","","7182","2.639","18.3","10.9","23.5","10.1","22.1","8.6","4.5","0.0","0.0","1.5","0.0",".","0.0","0.3",".","0.0"
"Special","","61","3.267","45.9","9.8","16.4","8.2","9.8",".","4.9","4.9",".",".",".",".",".",".",".","."
"Graduate","","350","3.789","75.7","7.7","9.7","2.0","1.7",".",".","2.0",".",".",".","0.3","0.3","0.3","0.3","."
"Prof Yr 3","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","7594","2.685","21.2","10.7","22.8","9.7","21.1","8.1","4.3","0.2","0.0","1.4","0.0","0.0","0.0","0.3","0.0","0.0"
