"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","#","Ave","A","AB","B","","BC","C","","D","","F","","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","",""
"Advanced Conducting","Course Total","3","***","","","","","","","","","","","","","","","","","","","",""
"535
Masters Level-Cello","111","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"537
Masters Level-String Bass","066","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"542
Advanced Accompanying","001","4","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"547","027","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"547","087","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level Composition","Course Total","3","***","","","","","","","","","","","","","","","","","","","",""
"59
Basic Trumpet/Cornet","063","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"701","029","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"701","047","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Doctoral Level-Piano","Course Total","3","***","","","","","","","","","","","","","","","","","","","",""
"703
Doctoral Level-Organ","042","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"705
Doctoral Level-Voice","045","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"711
Doctoral Level-Clarinet","005","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"713
Doctoral Level-Saxophone","050","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"717
Doctoral Level-Horn","020","4","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"719
Doctoral Level-Trumpet","063","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"731","009","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"731","083","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Doctoral Level-Violin","Course Total","2","***","","","","","","","","","","","","","","","","","","","",""
"732","038","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"732","040","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Doctoral Level Conducting","Course Total","2","***","","","","","","","","","","","","","","","","","","","",""
"735
Doctoral Level-Cello","111","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"747
Doctoral Level Composition","027","3","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"76
Basic Guitar","011","3","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","029","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","040","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","063","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Masters Recital","Course Total","3","***","","","","","","","","","","","","","","","","","","","",""
"999","020","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","029","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","038","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","042","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","047","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","050","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","089","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","111","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Adv Ind Work-Applied Music","Course Total","9","3.938","77.8","11.1","",".",".","",".","",".","",".","11.1",".",".",".",".",".",".",".","."
