"","990
015","2","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
083","1","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
097","1","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"PhD Thesis-Real Estate","Course Total","4","***","","","","","","","","","","","","","","","","","","",""
"REAL EST
239","Dept. Total","444","3.252","30.6","25.7","20.9","9.0","9.0","1.4","0.9","1.8","0.2",".","",".","",".","",".","0.2","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"239
REAL EST","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","3.500",".","100.0",".",".",".",".",".",".",".",".","",".","",".","",".",".",".","."
"Junior","","121","3.075","26.4","26.4","13.2","16.5","10.7","4.1","1.7",".","0.8",".","",".","",".","",".",".",".","."
"Senior","","201","3.160","25.4","20.4","28.9","10.0","12.4","0.5","0.5","2.0",".",".","",".","",".","",".",".",".","."
"Undergraduates","","323","3.129","25.7","22.9","22.9","12.4","11.8","1.9","0.9","1.2","0.3",".","",".","",".","",".",".",".","."
"Special","","8","2.714","12.5","25.0","25.0",".","12.5",".","12.5","12.5",".",".","",".","",".","",".",".",".","."
"Graduate","","108","3.648","46.3","35.2","14.8",".","0.9",".",".","1.9",".",".","",".","",".","",".",".","0.9","."
"Prof Yr 3","","5","3.667","40.0",".","20.0",".",".",".",".","20.0",".",".","",".","",".","",".","20.0",".","."
"Professionals","","5","3.667","40.0",".","20.0",".",".",".",".","20.0",".",".","",".","",".","",".","20.0",".","."
"","Dept. Total","444","3.252","30.6","25.7","20.9","9.0","9.0","1.4","0.9","1.8","0.2",".","",".","",".","",".","0.2","0.2","."
