"Research and Thesis","Course Total","13","4.000","61.5",".",".",".",".","",".","",".","38.5","",".",".","",".","",".","",".",".",".","."
"","999
024","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","999
044","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Advanced Independent Study","Course Total","2","***","","","","","","","","","","","","","","","","","","","","","",""
"ANATOMY
144","Dept. Total","371","3.646","65.2","4.0","24.5","1.3","3.5","",".","",".","1.3","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"144
ANATOMY","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","18","3.333","38.9","11.1","33.3","11.1","5.6","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","36","3.426","38.9","16.7","36.1","2.8","5.6","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","54","3.397","38.9","14.8","35.2","5.6","5.6","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","54","3.671","51.9","13.0","20.4","3.7","1.9","",".","",".","9.3","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","263","3.669","73.4",".","23.2",".","3.4","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","263","3.669","73.4",".","23.2",".","3.4","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","371","3.646","65.2","4.0","24.5","1.3","3.5","",".","",".","1.3","",".",".","",".","",".","",".",".",".","."
