"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"699","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","037","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","18","3.888","88.9","5.6",".",".",".",".","5.6",".",".",".",".",".",".",".",".","."
"712","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"712","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Solid State Power Conversn","Course Total","","6","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"713","001","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"713","003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Electrmgntc Dsgn-AC Machins","Course Total","","11","3.900","72.7","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","9.1"
"717
Linear Systems","001","","13","3.583","38.5","30.8","23.1",".",".",".",".","7.7",".",".",".",".",".",".",".","."
"723
On-Line Control-Power Sys","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"730
Probability&Stochastic Proc","001","","13","3.292","23.1","23.1","38.5",".","7.7",".",".","7.7",".",".",".",".",".",".",".","."
"732
Adv Digital Signal Procesng","001","","14","3.250","42.9","21.4","21.4",".","7.1",".","7.1",".",".",".",".",".",".",".",".","."
"735
Signl Synthesis&Recvry Tech","001","","12","3.500","50.0","8.3","25.0",".","8.3",".",".","8.3",".",".",".",".",".",".",".","."
"740
Electromagnetic Theory","001","","13","3.577","53.8","15.4","23.1","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"743
High-Powr Diode Lasers&Amps","001","","6","3.750","50.0",".","16.7",".",".",".",".","33.3",".",".",".",".",".",".",".","."
"745
Solid State Electronics","001","","13","3.885","76.9","23.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"746
Quantum Electronics","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"750
Real-time Computing Systems","001","","24","3.438","29.2","45.8","16.7",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"752
Adv Computer Architecture I","001","","12","3.333",".","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"755
VLSI Systems Design","001","","12","3.591","50.0","25.0","8.3",".","8.3",".",".","8.3",".",".",".",".",".",".",".","."
"780
Robot Motion Planning","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","004","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","017","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"790","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","025","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","028","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","029","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","Page 115 of 375",""
