"ENVIR ST - GAYLORD NELSON I","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"360
ENVIR ST","","","","","","","","","","","","","","","","","","","",""
"990","146","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","182","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","185","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","193","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","196","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","200","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","207","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","209","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","210","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","","69","4.000","44.9",".",".",".",".",".",".","33.3",".",".",".","20.3","1.4",".",".","."
"999","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","079","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","5","***","","","","","","","","","","","","","","","",""
