"PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"Psychology of Language","421
001","19","3.421","47.4","26.3","15.8","5.3",".",".","5.3",".",".",".",".",".",".",".",".","."
"Animal Behavior","449
001","78","2.968","19.2","16.7","29.5","15.4","15.4","3.8",".",".",".",".",".",".",".",".",".","."
"Behavioral Neuroscience","454
001","62","2.855","12.9","16.1","24.2","25.8","19.4","1.6",".",".",".",".",".",".",".",".",".","."
"","455
001","14","3.571","50.0","21.4","21.4","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","002
455","12","3.625","33.3","58.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","455
003","10","3.250","30.0","10.0","40.0","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"","004
455","14","3.321","14.3","57.1","14.3","7.1","7.1",".",".",".",".",".",".",".",".",".",".","."
"","005
455","12","3.792","58.3","41.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lab in Behavioral Neurosci","Course Total","62","3.516","37.1","38.7","16.1","6.5","1.6",".",".",".",".",".",".",".",".",".",".","."
"Honors-Behavioral Neurosci","484
001","19","3.395","36.8","36.8","21.1",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"","485
001","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","485
002","9","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Honors Lab-Behavrl Neurosci","Course Total","19","3.895","78.9","21.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Abnormal Psychology","509
001","405","2.697","10.1","8.9","39.8","11.1","22.2","5.9","1.7","0.2",".",".",".",".",".",".",".","."
"","517
001","25","3.900","84.0","12.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
517","28","3.696","67.9","14.3","10.7","3.6","3.6",".",".",".",".",".",".",".",".",".",".","."
"Intro to Clinical Psych","Course Total","53","3.792","75.5","13.2","7.5","1.9","1.9",".",".",".",".",".",".",".",".",".",".","."
"Psychology of Women","522
001","13","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Neurobiology","523
001","10","3.550","40.0","30.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","530
001","50","3.140","24.0","14.0","40.0","14.0","6.0","2.0",".",".",".",".",".",".",".",".",".","."
"","530
002","103","2.804","18.4","10.7","25.2","16.5","22.3","4.9","1.0","1.0",".",".",".",".",".",".",".","."
"Intro-Social Psychology","Course Total","153","2.937","20.3","11.8","30.1","15.7","17.0","3.9","0.7","0.7",".",".",".",".",".",".",".","."
"Social Behavior Dynamics","537
001","14","3.214","28.6","7.1","42.9","21.4",".",".",".",".",".",".",".",".",".",".",".","."
"Child Psychology","560
001","199","2.625","26.6","2.5","24.1","6.0","24.6","6.5","8.0","1.0","0.5",".",".",".",".",".",".","."
"Honors Smr-Abnormal Psych","589
001","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Stat Anal-Psych Experiments","610
001","26","3.462","34.6","34.6","23.1","3.8","3.8",".",".",".",".",".",".",".",".",".",".","."
"","618
001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","618
002","28","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","618
003","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Research Topics","Course Total","48","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Organization and Job Design","653
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
003","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
016","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
017","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
021","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
022","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
023","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
024","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
027","1","***","","","","","","","","","",".",".",".",".",".",".","."
