"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","","",""
"HEC","College Total","2086","3.318","35.1","20.4","23.7","9.6","4.7","1.1","1.0","0.7","",".","3.3",".","0.3","0.1","0.1",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"HEC","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","100","3.058","26.0","19.0","31.0","12.0","8.0","1.0","3.0",".","",".",".",".",".",".",".",".","."
"Sophomore","","285","3.138","22.8","21.4","33.7","13.0","5.3","0.7","2.8","0.4","",".",".",".",".",".",".",".","."
"Junior","","648","3.302","32.3","21.9","27.2","9.4","5.2","0.9","0.5",".","",".","2.5",".",".",".","0.2",".","."
"Senior","","885","3.328","36.5","20.2","20.2","9.9","4.4","1.6","0.7","0.3","",".","5.9",".",".",".","0.2",".","."
"Undergraduates","","1918","3.280","32.5","20.9","25.1","10.3","5.0","1.2","1.0","0.2","",".","3.5",".",".",".","0.2",".","."
"Special","","21","3.404","38.1","23.8","9.5","4.8","9.5",".",".","4.8","",".",".",".",".","9.5",".",".","."
"Graduate","","147","3.836","68.7","12.9","6.8","0.7",".",".",".","6.8","",".",".",".","4.1",".",".",".","."
"","College Total","2086","3.318","35.1","20.4","23.7","9.6","4.7","1.1","1.0","0.7","",".","3.3",".","0.3","0.1","0.1",".","."
