"","990
021","3","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
030","3","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
037","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research","Course Total","10","4.000","10.0",".",".",".",".",".","",".","90.0","",".",".","",".","",".","",".",".",".","."
"S&A PHM
732","Dept. Total","280","3.304","29.3","21.8","30.7","11.1","3.2","0.7","",".","3.2","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"732
S&A PHM","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","2.000",".",".",".",".","100.0",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","25","3.300","28.0","8.0","60.0","4.0",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","2","3.500","50.0",".","50.0",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","28","3.268","28.6","7.1","57.1","3.6","3.6",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","23","3.952","56.5","4.3",".",".",".",".","",".","39.1","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","125","3.521","41.6","31.2","21.6","4.0","0.8","0.8","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","103","2.969","7.8","18.4","41.7","24.3","6.8","1.0","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","1","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","229","3.282","26.6","25.3","30.6","13.1","3.5","0.9","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","280","3.304","29.3","21.8","30.7","11.1","3.2","0.7","",".","3.2","",".",".","",".","",".","",".",".",".","."
