"","999
048","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
049","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
050","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Research Prob","Course Total","21","3.973","95.2","4.8",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"JOURN
512","Dept. Total","2063","3.177","22.2","26.3","27.8","10.7","6.0","1.7","1.1","0.7","0.0","2.6","",".","0.4","0.2","0.1","0.1","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"512
JOURN","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","123","2.723","15.4","13.8","29.3","15.4","13.8","5.7","5.7",".",".","0.8","",".",".",".",".",".","."
"Sophomore","","532","3.019","17.9","21.6","32.0","14.3","9.6","2.3","1.9",".",".","0.2","",".",".",".","0.2",".","0.2"
"Junior","","646","3.171","19.5","28.3","32.0","10.8","6.5","1.2","0.6",".",".","0.9","",".",".",".",".",".","."
"Senior","","560","3.277","22.3","31.6","27.1","9.5","2.3","1.4","0.4","0.4",".","4.6","",".","0.2",".","0.2",".","."
"Undergraduates","","1861","3.133","19.6","26.4","30.4","11.7","6.6","1.9","1.2","0.1",".","1.8","",".","0.1",".","0.1",".","0.1"
"Special","","19","3.417","26.3","26.3","10.5","10.5",".",".",".",".",".","10.5","",".",".","5.3",".","10.5","."
"Graduate","","183","3.767","48.1","24.6","3.8","0.5",".",".",".","7.1","0.5","9.3","",".","4.4","1.6",".",".","."
"","Dept. Total","2063","3.177","22.2","26.3","27.8","10.7","6.0","1.7","1.1","0.7","0.0","2.6","",".","0.4","0.2","0.1","0.1","0.0"
