"EGR","","","","","","","","","","","","","","","","","","","",""
"MECHANICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"M E
612","Dept. Total","2211","3.177","29.5","20.4","18.5","11.1","9.2","2.2","1.2","5.9","0.0",".","",".","1.6","0.2","0.1",".","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","46","3.216","37.0","23.9","19.6","4.3","6.5","8.7",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","245","3.043","24.5","24.9","21.6","15.9","8.6","2.0","2.4",".",".",".","",".",".",".",".",".","."
"Junior","","512","2.912","21.5","21.9","22.7","16.0","11.7","2.9","3.1",".",".",".","",".",".",".","0.2",".","."
"Senior","","889","3.074","26.8","21.7","21.7","13.2","13.4","2.7","0.3","0.1",".",".","",".",".",".","0.1",".","."
"Undergraduates","","1692","3.025","25.1","22.3","21.9","14.2","12.0","2.8","1.5","0.1",".",".","",".",".",".","0.1",".","."
"Special","","31","3.500","48.4","16.1","16.1",".","3.2",".","3.2","3.2",".",".","",".",".","9.7",".",".","."
"Graduate","","489","3.786","43.8","13.9","7.0","1.2",".",".",".","26.4","0.2",".","",".","7.2","0.2",".",".","0.2"
"","Dept. Total","2212","3.177","29.6","20.3","18.5","11.1","9.2","2.2","1.2","5.9","0.0",".","",".","1.6","0.2","0.1",".","0.0"
