"237
MARKETNG","","","","","","","","","","","","","","","","","","","","",""
"","990
067","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
120","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"PhD Thesis-Marketing","Course Total","8","4.000","62.5",".",".",".",".",".",".","37.5",".",".","",".","",".",".",".",".","."
"MARKETNG
237","Dept. Total","1477","3.230","18.1","29.0","39.2","8.4","4.4","0.1","0.1","0.5","0.1",".","",".","",".","0.1",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"237
MARKETNG","","","","","","","","","","","","","","","","","","","","",""
"Junior","","522","3.090","8.2","23.0","52.7","10.3","5.6",".",".",".",".",".","",".","",".","0.2",".",".","."
"Senior","","707","3.233","18.8","29.1","37.2","9.3","4.5","0.3","0.1","0.4","0.1",".","",".","",".",".",".",".","."
"Undergraduates","","1229","3.172","14.3","26.5","43.8","9.8","5.0","0.2","0.1","0.2","0.1",".","",".","",".","0.1",".",".","."
"Special","","41","3.188","12.2","39.0","29.3","7.3","9.8",".",".","2.4",".",".","",".","",".",".",".",".","."
"Graduate","","206","3.616","41.7","41.7","13.6","0.5",".",".",".","1.9",".",".","",".","",".","0.5",".",".","."
"Prof Yr 2","","1","3.000",".",".","100.0",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Professionals","","1","3.000",".",".","100.0",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"","Dept. Total","1477","3.230","18.1","29.0","39.2","8.4","4.4","0.1","0.1","0.5","0.1",".","",".","",".","0.1",".",".","."
