"","990
065","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
115","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"PhD Thesis-Finance","Course Total","7","4.000","57.1",".",".",".",".",".",".","42.9","",".",".","",".","",".",".",".",".","."
"Reading & Rsch-Finance PhD","999
046","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"FINANCE
233","Dept. Total","1321","3.208","26.3","20.2","33.2","8.9","8.6","0.8","0.2","1.7","",".",".","",".","",".","0.1","0.2","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"233
FINANCE","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","3.750","50.0","50.0",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","329","3.135","20.7","16.4","43.2","10.0","9.1","0.6",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","590","3.022","18.0","15.6","36.3","13.4","13.2","1.4","0.3","1.7","",".",".","",".","",".",".","0.2",".","."
"Undergraduates","","921","3.064","19.0","16.0","38.7","12.2","11.7","1.1","0.2","1.1","",".",".","",".","",".",".","0.1",".","."
"Special","","43","3.317","32.6","20.9","27.9","2.3","11.6",".",".","2.3","",".",".","",".","",".",".","2.3",".","."
"Graduate","","352","3.603","44.9","30.4","19.6","1.1","0.3",".",".","3.1","",".",".","",".","",".","0.3",".","0.3","."
"Prof Yr 3","","5","3.400",".","80.0","20.0",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","5","3.400",".","80.0","20.0",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","1321","3.208","26.3","20.2","33.2","8.9","8.6","0.8","0.2","1.7","",".",".","",".","",".","0.1","0.2","0.1","."
