"","999
060","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
061","7","4.000","100.0",".",".",".",".",".",".",".",".","",".",".","",".",".",".",".","."
"","999
063","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","28","4.000","71.4",".",".",".",".",".",".","7.1","",".",".","",".","17.9",".",".",".","3.6"
"CIV ENGR
240","Dept. Total","1261","3.265","38.8","13.9","19.3","6.5","8.9","1.8","0.5","7.4","",".",".","",".","2.1","0.2","0.6","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","34","2.845","11.8","14.7","29.4","20.6","20.6",".",".",".","",".",".","",".",".",".","2.9",".","."
"Junior","","176","2.962","26.7","10.8","29.5","12.5","15.3","2.8","1.1","0.6","",".",".","",".",".",".","0.6",".","."
"Senior","","530","3.131","36.4","14.5","22.6","8.5","13.8","3.0","0.6","0.2","",".",".","",".",".",".","0.4",".","."
"Undergraduates","","740","3.075","33.0","13.6","24.6","10.0","14.5","2.8","0.7","0.3","",".",".","",".",".",".","0.5",".","."
"Special","","62","3.210","38.7","4.8","29.0","3.2","4.8","3.2","1.6","9.7","",".",".","",".",".","3.2",".","1.6","."
"Graduate","","459","3.722","48.1","15.5","9.4","1.3","0.4",".",".","18.5","",".",".","",".","5.9",".","0.7",".","0.2"
"","Dept. Total","1261","3.265","38.8","13.9","19.3","6.5","8.9","1.8","0.5","7.4","",".",".","",".","2.1","0.2","0.6","0.1","0.1"
