"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","",""
"EGR","College Total","10132","3.234","34.3","20.7","19.7","8.2","8.0","2.1","0.9","4.1","0.0","0.1",".","1.5","0.1","0.1","0.1","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EGR","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","718","3.385","36.1","31.9","22.4","4.5","2.8","1.3","1.1",".",".",".",".",".",".",".",".","."
"Sophomore","","1084","3.027","27.4","21.6","24.7","10.7","11.0","3.3","1.1",".",".",".",".",".",".","0.1",".","0.1"
"Junior","","2060","2.971","25.7","20.0","23.7","13.3","11.8","3.3","1.8","0.1",".",".",".",".","0.0","0.1",".","."
"Senior","","3752","3.159","32.4","22.2","21.9","9.5","10.5","2.5","0.7","0.2","0.0","0.1",".",".","0.0","0.2",".","."
"Undergraduates","","7614","3.105","30.2","22.4","22.8","10.2","10.2","2.7","1.1","0.1","0.0","0.0",".",".","0.0","0.1",".","0.0"
"Special","","255","3.365","41.2","12.9","17.3","4.3","6.3","1.2","1.2","6.7",".","1.6",".",".","4.3",".","2.0","."
"Graduate","","2349","3.717","45.9","15.1","9.2","1.8","0.6","0.0","0.1","16.7","0.2","3.2","0.0","6.4","0.1","0.3","0.2","0.1"
"","College Total","10218","3.234","34.1","20.5","19.6","8.1","7.9","2.1","0.9","4.1","0.0","0.8","0.0","1.5","0.1","0.1","0.1","0.0"
