"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"","915
002","9","3.875","66.7","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","11.1"
"Probs-Criminal Justice Adm","Course Total","17","3.925","82.4","11.8",".",".",".",".",".",".",".",".",".",".",".",".",".","5.9"
"Problems: Intl Law Seminar","001
918","15","3.867","73.3","26.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Holocaust:Facts, Trials","919
001","12","3.722","41.7","25.0","8.3",".",".",".",".",".",".",".",".",".","16.7",".","8.3","."
"Problems in Family Law-Smr","939
001","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","940
002","16","3.469","37.5","25.0","31.3","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","940
003","10","3.611","30.0","50.0","10.0",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"","940
005","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
007","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
008","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
009","14","3.636","50.0","7.1","14.3","7.1",".",".",".","21.4",".",".",".",".",".",".",".","."
"","010
940","21","3.710","33.3","14.3","9.5",".",".",".",".","42.9",".",".",".",".",".",".",".","."
"","940
011","33","3.879","84.8","6.1","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
012","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","013
940","12","3.708","58.3","25.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
014","23","2.642",".","13.0","43.5","8.7","34.8",".",".",".",".",".",".",".",".",".",".","."
"","015
940","13","3.731","69.2","7.7","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
016","10","3.750","70.0","10.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","017
940","16","3.688","56.3","25.0","18.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
018","7","3.571","28.6","57.1","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","021
940","15","3.700","53.3","33.3","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
022","8","3.313","62.5","12.5","12.5",".",".",".","12.5",".",".",".",".",".",".",".",".","."
"","940
023","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","024
940","14","3.719","42.9","50.0",".",".",".",".",".","7.1",".",".",".",".",".",".",".","."
"","940
025","18","3.778","61.1","33.3","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
026","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Law & Contemporary Problems","Course Total","267","3.612","54.7","19.5","14.6","1.5","3.0",".","0.4","6.4",".",".",".",".",".",".",".","."
"Problems-Poverty Law Smr","001
951","17","3.647","41.2","47.1","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Probs:Trade Regulation-Smr","961
001","12","3.773","50.0","41.7",".",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"Law & Economics-Seminar","974
001","13","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Latin Amer Legal Institutns","982
001","7","4.000","85.7",".",".",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"","990
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
009","14","4.000","21.4",".",".",".",".",".",".","78.6",".",".",".",".",".",".",".","."
"","990
011","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
012","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
016","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
017","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
025","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
026","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
043","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
044","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
045","1","***","","","","","","","","","",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","Page 316 of 375",""
