"","990
021","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
024","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","14","4.000","42.9",".",".",".",".",".",".","42.9","",".",".","",".","14.3","",".",".",".","."
"Special Problems","999
019","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"BSE
112","Dept. Total","141","2.871","24.8","14.9","19.1","9.9","15.6","5.0","2.8","5.0","",".",".","",".","1.4","",".","1.4",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"112
BSE","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","5","2.429",".",".","20.0",".","80.0",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","9","2.611","11.1","11.1","22.2","22.2","22.2","11.1",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","31","2.846","16.1","19.4","38.7","12.9","6.5",".","6.5",".","",".",".","",".",".","",".",".",".","."
"Senior","","64","2.651","21.9","14.1","15.6","12.5","20.3","9.4","1.6","1.6","",".",".","",".",".","",".","3.1",".","."
"Undergraduates","","109","2.698","18.3","14.7","22.9","12.8","19.3","6.4","2.8","0.9","",".",".","",".",".","",".","1.8",".","."
"Special","","3","1.500",".",".","33.3",".","33.3",".","33.3",".","",".",".","",".",".","",".",".",".","."
"Graduate","","29","3.905","51.7","17.2","3.4",".",".",".",".","20.7","",".",".","",".","6.9","",".",".",".","."
"","Dept. Total","141","2.871","24.8","14.9","19.1","9.9","15.6","5.0","2.8","5.0","",".",".","",".","1.4","",".","1.4",".","."
