"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"ZOOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","",""
"431","001","22","3.273","50.0",".","36.4",".","9.1",".","4.5",".",".",".",".",".",".",".",".","."
"431","002","28","3.268","46.4","14.3","17.9","3.6","10.7","7.1",".",".",".",".",".",".",".",".",".","."
"431","003","31","3.367","41.9","16.1","25.8","3.2","6.5","3.2",".",".",".",".",".",".",".",".","3.2","."
"431","004","32","2.875","25.0","3.1","37.5","9.4","18.8","3.1","3.1",".",".",".",".",".",".",".",".","."
"Comparative Anatomy Lab","Course Total","113","3.183","39.8","8.8","29.2","4.4","11.5","3.5","1.8",".",".",".",".",".",".",".","0.9","."
"460
General Ecology","001","61","3.139","31.1","9.8","44.3","4.9","3.3","3.3","3.3",".",".",".",".",".",".",".",".","."
"466
General Genetics","001","88","2.655","19.3","8.0","27.3","8.0","19.3","17.0",".","1.1",".",".",".",".",".",".",".","."
"523
Neurobiology","001","74","3.459","51.4","18.9","17.6","1.4","5.4","2.7","1.4","1.4",".",".",".",".",".",".",".","."
"531
Ethology Laboratory","001","20","3.450","45.0","20.0","20.0","10.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"570
Cell Biology","001","206","2.951","27.2","5.3","38.3","1.5","23.8","1.5","2.4",".",".",".",".",".",".",".",".","."
"630
Endocrinology (Hormones)","001","14","2.893","7.1","14.3","35.7","35.7","7.1",".",".",".",".",".",".",".",".",".",".","."
"639
Capstone-Field Biology I","001","8","3.875","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"650
Adv Developmental Biology","001","16","3.893","68.8","18.8",".",".",".",".",".",".",".",".",".",".",".",".","12.5","."
"679","001","17","3.971","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"679","002","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Thesis Progress Seminar","Course Total","30","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"681","014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","016","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","026","6","3.909","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"681","033","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","047","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","053","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","14","3.962","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"682","017","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","026","4","***","","","","","","","","","",".",".",".",".",".",".","."
"682","047","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"691","015","2","***","","","","","","","","","",".",".",".",".",".",".","."
"691","016","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","026","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","034","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","041","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","047","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"692","027","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","033","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","2","***","","","","","","","","","","","","","","","",""
"698","029","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","048","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"698","053","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"699","000A","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","005","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","009","12","3.923","91.7",".","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","Page 309 of 375",""
