"INTERDIS COURSES (L & S)","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"502
INTER-LS","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ways of Knowing","150
001","248","3.885","81.9","12.9","4.4","0.4","",".",".","",".","",".","",".","",".",".","",".","",".","",".","0.4","."
"INTER-LS
502","Dept. Total","248","3.885","81.9","12.9","4.4","0.4","",".","",".","",".","",".","",".",".","",".","",".","",".",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"502
INTER-LS","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","219","3.890","82.6","12.8","4.6",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","27","3.852","81.5","11.1","3.7","3.7","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","1","3.500",".","100.0",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","247","3.885","82.2","13.0","4.5","0.4","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","1","",".",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","100.0","."
"","Dept. Total","248","3.885","81.9","12.9","4.4","0.4","",".","",".","",".","",".","",".",".","",".","",".","",".",".","0.4","."
