"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"L&S","College Total","90418","3.139","31.1","19.7","22.6","8.9","9.7","2.7","1.5","1.9","0.0","1.2","0.1","0.3","0.1","0.2","0.0","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"L&S","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","20412","2.988","24.3","19.1","24.9","10.1","13.1","4.0","2.0","0.0",".","1.9","0.2",".","0.0","0.2",".","0.0"
"Sophomore","","22235","3.033","24.7","20.1","26.5","10.7","11.7","3.0","1.8","0.1",".","0.9","0.2",".","0.1","0.2",".","0.0"
"Junior","","18699","3.104","28.2","20.8","24.7","10.4","10.3","2.6","1.5","0.4","0.0","0.5","0.1",".","0.1","0.3","0.0","0.1"
"Senior","","18011","3.223","34.2","21.4","22.2","8.1","8.0","2.3","1.1","1.6","0.0","0.5","0.1","0.1","0.1","0.3","0.0","0.1"
"Undergraduates","","79357","3.077","27.6","20.3","24.7","9.9","10.9","3.0","1.6","0.5","0.0","1.0","0.1","0.0","0.1","0.2","0.0","0.1"
"Special","","1134","3.415","40.7","15.6","14.8","3.7","4.2","1.1","1.5","10.2","0.1","5.0","0.3",".","0.7","0.6","1.1","0.4"
"Graduate","","9910","3.782","57.6","15.1","6.5","1.2","0.4","0.0","0.0","13.2","0.1","2.3","0.0","2.5","0.6","0.2","0.1","0.1"
"Prof Yr 1","","129","3.795","76.0","16.3","2.3","1.6","2.3","0.8",".",".",".","0.8",".",".",".",".",".","."
"Prof Yr 2","","15","3.318","33.3","26.7","26.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","23","3.788","52.2","21.7","4.3",".",".",".",".","17.4",".",".",".","4.3",".",".",".","."
"Prof Yr 4","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","174","3.761","70.1","17.2","4.6","1.7","2.3","0.6",".","2.3",".","0.6",".","0.6",".",".",".","."
"","College Total","90575","3.139","31.1","19.7","22.6","8.8","9.7","2.6","1.5","2.0","0.0","1.2","0.1","0.3","0.1","0.2","0.0","0.1"
