"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"IES","","","","","","","","","","","","","","","","","","",""
"IES","College Total","938","3.313","33.4","22.4","17.5","8.7","5.3","1.0","0.4","3.1","0.1","5.7",".","1.6","0.4","0.2","0.2","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"IES","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","91","3.064","19.8","27.5","22.0","17.6","13.2",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","172","3.180","33.1","20.3","16.9","16.3","10.5","1.2","1.7",".",".",".",".",".",".",".",".","."
"Junior","","170","3.240","27.6","27.1","28.2","8.8","4.7","1.8","0.6",".","0.6",".",".",".",".","0.6",".","."
"Senior","","232","3.296","27.6","31.5","24.1","8.2","5.2","1.7",".","0.9",".",".",".",".","0.4","0.4",".","."
"Undergraduates","","665","3.217","28.0","26.9","23.0","11.7","7.5","1.4","0.6","0.3","0.2",".",".",".","0.2","0.3",".","."
"Special","","22","3.674","50.0","4.5","13.6","9.1",".",".",".","9.1",".","9.1",".",".",".",".","4.5","."
"Graduate","","249","3.837","46.2","12.0","3.2","0.8",".",".",".","10.0",".","20.1",".","6.0","1.2",".","0.4","."
"Prof Yr 3","","2","4.000","50.0",".",".",".",".",".",".",".",".","50.0",".",".",".",".",".","."
"Professionals","","2","4.000","50.0",".",".",".",".",".",".",".",".","50.0",".",".",".",".",".","."
"","College Total","938","3.313","33.4","22.4","17.5","8.7","5.3","1.0","0.4","3.1","0.1","5.7",".","1.6","0.4","0.2","0.2","."
