"Veterinary Develomntl Anat","503
001","83","3.572","44.6","31.3","18.1","6.0",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Veterinary Physiology A","551
001","82","3.067","17.1","13.4","51.2","2.4","15.9",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Directed Study","699
008","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Molec Appr Xenobiot Metblsm","750
001","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"COMP BIO
934","Dept. Total","331","3.159","22.7","27.8","29.6","10.3","9.7","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"934
COMP BIO","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","1","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","1","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","1","3.500",".","100.0",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","4","3.179",".","25.0","75.0",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","325","3.156","22.8","27.7","29.2","10.5","9.8","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","325","3.156","22.8","27.7","29.2","10.5","9.8","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","331","3.159","22.7","27.8","29.6","10.3","9.7","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
