"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","343
005","308","2.760","19.8","9.1","28.6","7.8","27.6","4.5","2.6",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry","Course Total","1162","2.737","21.4","9.0","25.0","11.1","23.4","5.5","4.0",".",".",".",".",".","0.3",".",".","0.2"
"","344
001","15","3.100","20.0","13.3","40.0","20.0","6.7",".",".",".",".",".",".",".",".",".",".","."
"","344
002","14","3.107","28.6",".","35.7","35.7",".",".",".",".",".",".",".",".",".",".",".","."
"","003
344","18","3.139","22.2","16.7","44.4","11.1",".","5.6",".",".",".",".",".",".",".",".",".","."
"","344
004","16","3.156","25.0",".","56.3","18.8",".",".",".",".",".",".",".",".",".",".",".","."
"","344
005","17","3.088","17.6","23.5","29.4","17.6","11.8",".",".",".",".",".",".",".",".",".",".","."
"","344
006","18","3.028","11.1","16.7","61.1",".","5.6","5.6",".",".",".",".",".",".",".",".",".","."
"","344
007","15","3.100","26.7","6.7","33.3","26.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"","008
344","11","3.227","27.3","18.2","36.4","9.1","9.1",".",".",".",".",".",".",".",".",".",".","."
"","344
009","18","3.194","16.7","27.8","44.4",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"","344
010","16","3.219","37.5","6.3","31.3","12.5","12.5",".",".",".",".",".",".",".",".",".",".","."
"","011
344","18","3.139","22.2","16.7","38.9","11.1","11.1",".",".",".",".",".",".",".",".",".",".","."
"","012
344","18","3.139","22.2","27.8","22.2","22.2",".","5.6",".",".",".",".",".",".",".",".",".","."
"","344
013","16","3.125","25.0","6.3","50.0","6.3","12.5",".",".",".",".",".",".",".",".",".",".","."
"","344
014","15","3.167","26.7","13.3","46.7","6.7",".","6.7",".",".",".",".",".",".",".",".",".","."
"","344
015","16","3.125","18.8","18.8","43.8","6.3","12.5",".",".",".",".",".",".",".",".",".",".","."
"","344
017","17","2.971","17.6","11.8","47.1","17.6",".",".","5.9",".",".",".",".",".",".",".",".","."
"","344
018","17","2.971","23.5","5.9","47.1","11.8","5.9",".","5.9",".",".",".",".",".",".",".",".","."
"","019
344","18","3.167","22.2","16.7","38.9","16.7","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
020","15","3.200","26.7","20.0","26.7","20.0","6.7",".",".",".",".",".",".",".",".",".",".","."
"","021
344","15","3.233","33.3","6.7","40.0","13.3","6.7",".",".",".",".",".",".",".",".",".",".","."
"","344
022","17","3.000","23.5","11.8","29.4","23.5","5.9","5.9",".",".",".",".",".",".",".",".",".","."
"","344
023","17","3.176","23.5","23.5","23.5","23.5","5.9",".",".",".",".",".",".",".",".",".",".","."
"","024
344","14","3.107","14.3","14.3","50.0","21.4",".",".",".",".",".",".",".",".",".",".",".","."
"","025
344","18","2.972","22.2","22.2","27.8","5.6","16.7",".","5.6",".",".",".",".",".",".",".",".","."
"","344
026","17","3.118","23.5","5.9","47.1","17.6","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
027","19","3.105","21.1","10.5","47.4","10.5","10.5",".",".",".",".",".",".",".",".",".",".","."
"","344
028","17","3.118","23.5","11.8","47.1","11.8",".","5.9",".",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry Lab","Course Total","442","3.115","22.9","14.0","40.3","14.5","6.3","1.4","0.7",".",".",".",".",".",".",".",".","."
"","345
001","245","2.800","20.8","11.0","29.0","8.6","21.6","6.5","2.4",".",".",".",".",".",".",".",".","."
"","345
002","211","2.564","16.6","17.5","16.1","14.2","17.5","8.5","9.0",".",".",".",".",".",".",".",".","0.5"
"Intmed Organic Chemistry","Course Total","456","2.691","18.9","14.0","23.0","11.2","19.7","7.5","5.5",".",".",".",".",".",".",".",".","0.2"
"Intmed Organic Chem Lab","346
002","28","3.161","21.4","35.7","10.7","25.0","3.6","3.6",".",".",".",".",".",".",".",".",".","."
"Advanced Organic Chemistry","547
001","39","3.092","43.6","5.1","15.4","12.8","12.8","5.1","2.6","2.6",".",".",".",".",".",".",".","."
"Physical Chemistry","561
001","48","3.260","39.6","6.3","39.6",".","12.5","2.1",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry","562
001","71","3.099","19.7","19.7","46.5","2.8","7.0","1.4","2.8",".",".",".",".",".",".",".",".","."
"","563
001","16","3.531","50.0","18.8","18.8","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","563
003","13","3.385","30.8","30.8","23.1","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"","563
004","10","3.150","10.0","40.0","30.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"","563
006","13","3.423","38.5","7.7","53.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","52","3.394","34.6","23.1","30.8","9.6","1.9",".",".",".",".",".",".",".",".",".",".","."
"","564
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","564
003","6","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
564","7","3.357","42.9","14.3","28.6",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"January 28, 2014","","","","","","","","","","","","","","","","","","Page 172 of 403",""
