"","999
062","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
063","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
069","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","16","4.000","56.3",".",".",".",".",".",".","6.3","",".",".","",".","12.5","18.8",".","6.3","."
"CIV ENGR
240","Dept. Total","1435","3.367","40.9","18.3","19.5","4.8","5.4","1.0","0.2","5.7","",".",".","",".","3.1","0.8","0.1","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","16","2.904","12.5","6.3","50.0","12.5","18.8",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","165","3.087","29.7","12.7","35.8","6.1","12.7","2.4","0.6",".","",".",".","",".",".",".",".",".","."
"Senior","","815","3.335","41.8","21.6","21.7","6.1","6.4","1.3","0.1","0.2","",".",".","",".",".","0.6",".",".","."
"Undergraduates","","996","3.284","39.4","19.9","24.5","6.2","7.6","1.5","0.2","0.2","",".",".","",".",".","0.5",".",".","."
"Special","","33","3.371","33.3","18.2","21.2","9.1",".",".","3.0","15.2","",".",".","",".",".",".",".",".","."
"Graduate","","406","3.717","45.3","14.5","7.1","1.0","0.2",".",".","18.5","",".",".","",".","10.8","1.5","0.5","0.5","."
"","Dept. Total","1435","3.367","40.9","18.3","19.5","4.8","5.4","1.0","0.2","5.7","",".",".","",".","3.1","0.8","0.1","0.1","."
