"TERM : 1142","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2013-2014","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","","","",""
"PATHO-BIOLOGICAL SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"703
PATH-BIO","","","","","","","","","","","","","","","","","","","","","",""
"PATH-BIO
703","Dept. Total","931","3.724","48.0","13.3","6.6","0.6","0.9","",".","0.1","28.5","",".",".","",".","0.9","0.2",".","1.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"703
PATH-BIO","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","9","3.455","88.9",".",".",".","11.1","",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","12","3.328","66.7","8.3","16.7",".",".","",".","8.3",".","",".",".","",".",".",".",".",".","."
"Junior","","21","3.452","57.1","14.3","19.0",".","9.5","",".",".",".","",".",".","",".",".",".",".",".","."
"Senior","","28","3.552","60.7","17.9","10.7",".","10.7","",".",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","70","3.476","64.3","12.9","12.9",".","8.6","",".","1.4",".","",".",".","",".",".",".",".",".","."
"Special","","10","",".",".",".",".",".","",".",".","100.0","",".",".","",".",".",".",".",".","."
"Graduate","","73","3.850","13.7","8.2",".",".",".","",".",".","65.8","",".",".","",".","11.0","1.4",".",".","."
"Prof Yr 2","","609","3.749","59.6","17.9","8.5","1.0","0.3","",".",".","12.6","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","80","4.000","1.3",".",".",".",".","",".",".","97.5","",".",".","",".",".","1.3",".",".","."
"Prof Yr 4","","89","4.000","31.5",".",".",".",".","",".",".","58.4","",".",".","",".",".",".",".","10.1","."
"Professionals","","778","3.755","50.4","14.0","6.7","0.8","0.3","",".",".","26.6","",".",".","",".",".","0.1",".","1.2","."
"","Dept. Total","931","3.724","48.0","13.3","6.6","0.6","0.9","",".","0.1","28.5","",".",".","",".","0.9","0.2",".","1.0","."
