"","999
003","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
010","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
012","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Research Prob","Course Total","3","***","","","","","","","","","","","","","","","","",""
"JOURN
512","Dept. Total","1620","3.496","39.1","30.0","18.8","3.7","1.8","0.6","0.1","2.0","0.1","2.4","",".","0.8","0.1",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"512
JOURN","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","102","3.493","48.0","24.5","18.6","4.9","2.0","1.0","1.0",".",".",".","",".",".",".",".",".","."
"Sophomore","","312","3.329","23.1","33.0","31.7","8.0","2.6","1.0",".","0.3",".","0.3","",".",".",".",".",".","."
"Junior","","363","3.495","37.7","33.1","21.5","2.8","1.9","0.3",".","0.3",".","1.9","",".",".",".",".","0.3","."
"Senior","","691","3.540","44.9","31.8","15.2","2.6","1.7","0.6","0.1",".",".","1.7","",".","0.6","0.3",".","0.4","."
"Undergraduates","","1468","3.479","38.7","31.9","20.5","4.0","2.0","0.6","0.1","0.1",".","1.4","",".","0.3","0.1",".","0.3","."
"Special","","8","3.647","37.5","12.5",".","12.5",".",".",".","37.5",".",".","",".",".",".",".",".","."
"Graduate","","144","3.845","43.8","11.8","2.1","0.7",".",".",".","19.4","0.7","13.2","",".","6.3",".",".","2.1","."
"","Dept. Total","1620","3.496","39.1","30.0","18.8","3.7","1.8","0.6","0.1","2.0","0.1","2.4","",".","0.8","0.1",".","0.4","."
