"ART DEPARTMENT","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","",""
"","448
002","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","448
003","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","448
004","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","005
448","18","3.846","72.2","22.2","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","448
007","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","448
008","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","009
448","9","2.984","22.2","11.1","33.3","11.1","22.2",".",".",".",".",".",".",".",".",".",".","."
"","448
010","16","3.438","50.0","12.5","25.0",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"Special Topics","Course Total","91","3.692","72.5","11.0","11.0","1.1","4.4",".",".",".",".",".",".",".",".",".",".","."
"Intmed Paint: New Figuration I","452
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro-Visual Comm & Research","458
001","14","3.000","14.3","28.6","42.9",".","7.1",".","7.1",".",".",".",".",".",".",".",".","."
"","469
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","469
002","6","2.875",".","50.0",".",".",".","16.7",".",".",".",".",".",".","33.3",".",".","."
"Interdis Studies in the Arts","Course Total","8","3.289","25.0","37.5",".",".",".","12.5",".",".",".",".",".",".","25.0",".",".","."
"Intermediate Photography","001
476","9","3.667","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Relief Printmaking","506
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","508
001","112","3.778","84.8","3.6","3.6",".","0.9",".","3.6","1.8",".",".",".",".","1.8",".",".","."
"","002
508","33","3.922","87.9","3.0","6.1",".",".",".",".",".",".",".",".",".",".",".","3.0","."
"Colloquium in Art","Course Total","145","3.811","85.5","3.4","4.1",".","0.7",".","2.8","1.4",".",".",".",".","1.4",".","0.7","."
"Advanced Drawing I","512
002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Sculpture I","514
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Lithography","516
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Installations & Environments","001
521","6","3.500","33.3","50.0",".","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","522
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","522
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Painting I","Course Total","5","***","","","","","","","","","","","","","","","",""
"Advanced Ceramics I","524
002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Etching/Intaglio","526
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Life Drawing I","532
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Wood Working","534
001","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Serigraphy","536
001","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Art Metal I","544
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Typography&Graphic Dsgn","546
001","7","2.929",".","28.6","42.9","14.3","14.3",".",".",".",".",".",".",".",".",".",".","."
"","548
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","548
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","548
003","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics: Advanced Level","Course Total","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Glassworking","554
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Photography","576
001","6","3.000","33.3",".","33.3",".","33.3",".",".",".",".",".",".",".",".",".",".","."
"Advanced Drawing II","612
002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Sculpture II","614
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","622
001","12","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
