"","999
098","1","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
099","1","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
100","1","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"DMA Recital","Course Total","31","3.981","80.6","3.2",".",".",".","",".",".","",".","",".",".","",".","",".","12.9",".","3.2","."
"MUS PERF
664","Dept. Total","443","3.876","81.5","10.4","3.6","0.7","0.2","",".","0.7","",".","",".",".","",".","",".","2.3",".","0.7","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","58","3.563","63.8","20.7","10.3",".",".","",".","5.2","",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","66","3.894","80.3","18.2",".",".",".","",".",".","",".","",".",".","",".","",".","1.5",".",".","."
"Junior","","81","3.886","84.0","7.4","3.7","2.5","1.2","",".",".","",".","",".",".","",".","",".","1.2",".",".","."
"Senior","","116","3.897","83.6","8.6","4.3","0.9",".","",".",".","",".","",".",".","",".","",".","2.6",".",".","."
"Undergraduates","","321","3.837","79.4","12.5","4.4","0.9","0.3","",".","0.9","",".","",".",".","",".","",".","1.6",".",".","."
"Special","","3","4.000","100.0",".",".",".",".","",".",".","",".","",".",".","",".","",".",".",".",".","."
"Graduate","","119","3.957","86.6","5.0","1.7",".",".","",".",".","",".","",".",".","",".","",".","4.2",".","2.5","."
"","Dept. Total","443","3.876","81.5","10.4","3.6","0.7","0.2","",".","0.7","",".","",".",".","",".","",".","2.3",".","0.7","."
