"MUSIC","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","","",""
"497","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"497","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"497","099","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"497","101","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Topics in Music","Course Total","","37","3.716","67.6","16.2","16.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"499","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","027","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"499","028","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"499","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","046","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"499","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","096","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"499","102","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","103","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","13","3.971","84.6","7.7",".",".",".",".",".",".",".",".",".",".","7.7",".",".","."
"50
Concert Choir","001","","26","4.000","96.2",".",".",".",".",".",".",".",".",".",".",".","3.8",".",".","."
"511
Historicl Performance Pract","001","","16","3.531","43.8","18.8","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"52
Women's Chorus","001","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"524
Orchestration II","001","","10","3.800","60.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"53
Choral Union","001","","21","4.000","85.7",".",".",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"541
Seminar in Choral Lit","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"545
Practcm-Adv String Pedagogy","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"55
Masters' Singers","001","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"550
Percussion Literature","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"553
Advanced Conducting Seminar","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"556
University Opera","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"557
Opera Workshop","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"56
Chorale","001","","32","4.000","96.9",".",".",".",".",".",".","3.1",".",".",".",".",".",".",".","."
"562","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"562","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"562","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Jazz Ensemble","Course Total","","5","***","","","","","","","","","","","","","","","",""
"565","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"565","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Ensemble-Woodwind","Course Total","","3","***","","","","","","","","","","","","","","","",""
"567","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"567","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"567","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Ensemble-Brass","Course Total","","5","***","","","","","","","","","","","","","","","",""
"568","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"568","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Ensemble-Percussion","Course Total","","5","***","","","","","","","","","","","","","","","",""
"569","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"January 28, 2014","","","","","","","","","","","","","","","","","","","Page 264 of 403",""
