"COMPUTER SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"Introduction to Computation","202
001","85","3.394","43.5","27.1","14.1","7.1","3.5","3.5","1.2",".",".",".",".",".",".",".",".","."
"","240
002","61","2.770","13.1","13.1","29.5","19.7","16.4","8.2",".",".",".",".",".",".",".",".",".","."
"","240
003","55","2.818","12.7","16.4","25.5","23.6","16.4","5.5",".",".",".",".",".",".",".",".",".","."
"Intro to Discrete Mathematics","Course Total","116","2.793","12.9","14.7","27.6","21.6","16.4","6.9",".",".",".",".",".",".",".",".",".","."
"","252
002","69","3.098","33.3","15.9","17.4","11.6","13.0",".","4.3",".",".",".",".",".","4.3",".",".","."
"","003
252","57","3.404","43.9","24.6","10.5","10.5","10.5",".",".",".",".",".",".",".",".",".",".","."
"Intro to Computer Engineering","Course Total","126","3.240","38.1","19.8","14.3","11.1","11.9",".","2.4",".",".",".",".",".","2.4",".",".","."
"","001
302","202","2.784","25.2","8.4","28.2","14.4","7.4","8.4","6.4","1.0",".",".",".",".","0.5",".",".","."
"","302
002","195","2.861","19.0","15.9","28.7","15.4","9.2","5.6","4.1","1.0",".",".",".",".","0.5","0.5",".","."
"","302
003","20","2.750","25.0","5.0","25.0","15.0","20.0","5.0","5.0",".",".",".",".",".",".",".",".","."
"","302
004","30","3.086","36.7","20.0","10.0","10.0","10.0","6.7","3.3","3.3",".",".",".",".",".",".",".","."
"","302
006","25","3.180","40.0","16.0","24.0","4.0","8.0","4.0","4.0",".",".",".",".",".",".",".",".","."
"","008
302","24","2.604","16.7","12.5","29.2","16.7","8.3","4.2","12.5",".",".",".",".",".",".",".",".","."
"","009
302","120","2.748","19.2","15.8","23.3","17.5","7.5","11.7","4.2","0.8",".",".",".",".",".",".",".","."
"","302
010","19","2.583","21.1","10.5","26.3","5.3","10.5","10.5","10.5",".",".",".",".",".","5.3",".",".","."
"","302
011","22","3.364","36.4","22.7","27.3","4.5","9.1",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Programming","Course Total","657","2.835","23.3","13.4","26.3","14.2","8.7","7.5","5.2","0.9",".",".",".",".","0.5","0.2",".","."
"","304
001","7","3.429","85.7",".",".",".",".",".","14.3",".",".",".",".",".",".",".",".","."
"","304
002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","304
003","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
004","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","304
005","9","3.500","77.8","11.1",".",".",".",".","11.1",".",".",".",".",".",".",".",".","."
"","304
006","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","007
304","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"WES-CS Group Meeting","Course Total","48","3.771","87.5","4.2","4.2",".",".",".","4.2",".",".",".",".",".",".",".",".","."
"Prob Solvng Using Computers","001
310","109","3.273","30.3","22.0","33.0","4.6","6.4","2.8",".",".",".",".",".",".","0.9",".",".","."
"","352
001","50","3.120","26.0","28.0","24.0","4.0","12.0","4.0","2.0",".",".",".",".",".",".",".",".","."
"","002
352","64","3.063","31.3","10.9","28.1","14.1","9.4","4.7","1.6",".",".",".",".",".",".",".",".","."
"Digital System Fundamentals","Course Total","114","3.088","28.9","18.4","26.3","9.6","10.5","4.4","1.8",".",".",".",".",".",".",".",".","."
"","001
354","55","2.667","14.5","30.9","9.1","12.7","14.5","7.3","9.1","1.8",".",".",".",".",".",".",".","."
"","354
002","37","2.889","29.7","16.2","21.6",".","13.5","13.5","2.7","2.7",".",".",".",".",".",".",".","."
"Machine Organizatn&Progrmng","Course Total","92","2.756","20.7","25.0","14.1","7.6","14.1","9.8","6.5","2.2",".",".",".",".",".",".",".","."
"","367
001","108","3.071","25.0","9.3","39.8","13.9","6.5","1.9","1.9","1.9",".",".",".",".",".",".",".","."
"","002
367","106","2.961","17.9","12.3","43.4","8.5","10.4","0.9","3.8",".",".",".",".",".","1.9",".","0.9","."
"Intro to Data Structures","Course Total","214","3.017","21.5","10.7","41.6","11.2","8.4","1.4","2.8","0.9",".",".",".",".","0.9",".","0.5","."
"","368
001","57","",".",".",".",".",".",".",".",".",".","91.2","8.8",".",".",".",".","."
"","002
368","44","",".",".",".",".",".",".",".",".",".","97.7","2.3",".",".",".",".","."
"Learn a Programming Language","Course Total","101","",".",".",".",".",".",".",".",".",".","94.1","5.9",".",".",".",".","."
"Tech:Computer-Based Bus Sys","001
371","7","2.786","42.9","14.3","14.3",".",".","14.3","14.3",".",".",".",".",".",".",".",".","."
"Introducing Comp Sci to K-12","402
001","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Numerical Methods","412
001","35","2.829","17.1","20.0","31.4","8.6","11.4","5.7","5.7",".",".",".",".",".",".",".",".","."
"Introduction to Cryptography","435
001","38","3.092","42.1","7.9","21.1","10.5","7.9","7.9","2.6",".",".",".",".",".",".",".",".","."
"Intro-Combinatorics","475
001","14","3.036","28.6","7.1","28.6","14.3","21.4",".",".",".",".",".",".",".",".",".",".","."
"Numerical Analysis","514
001","8","2.813","37.5",".","25.0","12.5","12.5",".","12.5",".",".",".",".",".",".",".",".","."
"January 28, 2014","","","","","","","","","","","","","","","","","","Page 189 of 403",""
