"","999
084","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
096","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
103","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
112","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","9","3.636","44.4","11.1","11.1",".",".",".",".","22.2","",".",".","",".","11.1",".",".",".","."
"ENVIR ST
360","Dept. Total","1547","3.301","30.8","24.2","20.9","7.4","6.8","1.2","0.3","3.2","",".","3.0","",".","1.1","0.6","0.2","0.3","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"360
ENVIR ST","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","156","3.215","29.5","25.0","23.1","10.3","7.1","2.6","0.6",".","",".",".","",".",".",".","1.3","0.6","."
"Sophomore","","228","3.208","24.1","28.1","26.8","11.0","7.9","0.9","0.9",".","",".",".","",".",".",".",".",".","0.4"
"Junior","","362","3.222","26.8","24.6","27.6","8.6","10.2","0.6","0.3","0.3","",".",".","",".",".","0.8",".",".","0.3"
"Senior","","544","3.322","32.9","28.7","20.4","7.7","6.8","1.5","0.2","0.4","",".",".","",".",".","1.1","0.2",".","0.2"
"Undergraduates","","1290","3.260","29.2","27.0","23.9","8.8","8.0","1.2","0.4","0.2","",".",".","",".",".","0.7","0.2","0.1","0.2"
"Special","","17","3.198","23.5","23.5","29.4",".","5.9","5.9",".",".","",".",".","",".",".",".",".","11.8","."
"Graduate","","235","3.772","39.1","8.9","4.3",".","0.4","0.4",".","20.0","",".","19.1","",".","7.2",".",".","0.4","."
"Prof Yr 1","","1","",".",".",".",".",".",".",".",".","",".","100.0","",".",".",".",".",".","."
"Prof Yr 3","","4","3.875","75.0","25.0",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","5","3.875","60.0","20.0",".",".",".",".",".",".","",".","20.0","",".",".",".",".",".","."
"","Dept. Total","1547","3.301","30.8","24.2","20.9","7.4","6.8","1.2","0.3","3.2","",".","3.0","",".","1.1","0.6","0.2","0.3","0.2"
