"PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"","411
009","19","3.711","57.9","26.3","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
010","21","3.450","38.1","19.0","33.3",".","4.8",".",".",".",".",".",".",".","4.8",".",".","."
"","411
012","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
013","23","3.826","82.6","8.7","4.3",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","411
014","25","3.940","92.0","4.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Current Topics - Psychology","Course Total","321","3.643","55.8","24.3","14.6","2.2","1.2","0.9",".","0.3",".",".",".",".","0.6",".",".","."
"","001
413","172","3.000","26.2","11.0","33.7","6.4","10.5","8.1","0.6","2.3",".",".",".",".","0.6",".",".","0.6"
"","413
002","16","3.563","50.0","12.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Language, Mind, and Brain","Course Total","188","3.049","28.2","11.2","34.0","5.9","9.6","7.4","0.5","2.1",".",".",".",".","0.5",".",".","0.5"
"Animal Behavior","449
001","77","2.643","18.2","9.1","19.5","15.6","27.3","7.8","2.6",".",".",".",".",".",".",".",".","."
"Honors-Language, Mind, & Brain","483
001","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Depth Topic","501
002","82","3.122","30.5","9.8","32.9","14.6","8.5","3.7",".",".",".",".",".",".",".",".",".","."
"Human Emotions:Biology-Culture","508
001","92","3.207","18.5","32.6","28.3","15.2","4.3","1.1",".",".",".",".",".",".",".",".",".","."
"","509
001","269","2.866","6.3","30.5","27.1","17.1","11.2","7.1","0.4",".",".",".",".",".",".",".",".","0.4"
"","002
509","14","3.536","42.9","35.7","7.1","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"Abnormal Psychology","Course Total","283","2.899","8.1","30.7","26.1","17.0","10.6","6.7","0.4",".",".",".",".",".",".",".",".","0.4"
"Behavior Pathology:Neuroses","001
511","95","2.747","17.9","17.9","20.0","17.9","13.7","8.4","4.2",".",".",".",".",".",".",".",".","."
"Psychology of Women","522
001","26","3.308","23.1","42.3","15.4","11.5","7.7",".",".",".",".",".",".",".",".",".",".","."
"Neurobiology","523
001","35","3.382","31.4","34.3","14.3","11.4","5.7",".",".",".",".",".",".",".","2.9",".",".","."
"Criminal Mind:Forensics/Scienc","526
001","89","3.352","22.5","42.7","23.6","6.7","1.1","2.2",".","1.1",".",".",".",".",".",".",".","."
"","530
001","99","2.901","18.2","13.1","30.3","16.2","12.1","7.1",".","2.0",".",".",".",".","1.0",".",".","."
"","003
530","11","3.273","27.3","36.4","18.2",".","18.2",".",".",".",".",".",".",".",".",".",".","."
"Intro-Social Psychology","Course Total","110","2.939","19.1","15.5","29.1","14.5","12.7","6.4",".","1.8",".",".",".",".","0.9",".",".","."
"Hormones and Behavior","556
001","25","3.729","64.0","20.0","8.0",".","4.0",".",".",".",".",".",".",".","4.0",".",".","."
"Child Psychology","560
001","194","3.208","22.7","22.7","36.6","8.2","8.2","0.5",".",".",".",".",".",".","1.0",".",".","."
"Adult Developmnt & Aging","564
001","84","2.780","13.1","13.1","32.1","16.7","17.9","6.0","1.2",".",".",".",".",".",".",".",".","."
"Honors Depth Topic","581
002","11","3.227","27.3","18.2","36.4","9.1","9.1",".",".",".",".",".",".",".",".",".",".","."
"Honors Seminar-Social Psych","585
001","12","3.875","83.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Criminal Mind:Forensics/Scienc","586
001","13","3.708","46.2","38.5","7.7",".",".",".",".","7.7",".",".",".",".",".",".",".","."
"Honors Smr-Abnormal Psych","589
001","15","3.633","73.3","20.0",".",".",".",".","6.7",".",".",".",".",".",".",".",".","."
"","610
001","15","3.633","46.7","33.3","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
610","13","3.846","69.2","30.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Stat Anal-Psych Experiments","Course Total","28","3.732","57.1","32.1","10.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","620
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","006
620","6","3.912","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","620
007","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","620
009","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","620
010","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","620
014","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","620
016","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","620
017","33","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","620
019","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","620
020","3","***","","","","","","","","","",".",".",".",".",".",".","."
"January 28, 2014","","","","","","","","","","","","","","","","","","Page 285 of 403",""
