"","990
034","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
036","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","59","",".",".",".",".",".",".",".","40.7",".",".",".","55.9","3.4",".",".","."
"Seminar: Geophysics","991
001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"GEOLOGY
420","Dept. Total","1200","3.025","27.5","17.3","20.6","9.4","11.0","3.8","1.7","4.8",".","0.1",".","3.1","0.5",".","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"420
GEOLOGY","","","","","","","","","","","","","","","","","","",""
"Freshmen","","144","2.895","21.5","19.4","25.0","9.0","14.6","7.6","2.1",".",".",".",".",".",".",".","0.7","."
"Sophomore","","266","3.020","24.4","19.5","26.7","10.5","12.4","4.5","1.1",".",".",".",".",".","0.8",".",".","."
"Junior","","282","2.911","26.2","18.8","22.3","11.0","15.6","3.9","2.1",".",".",".",".",".",".",".",".","."
"Senior","","337","3.066","32.3","19.0","19.0","11.6","10.1","3.3","2.4","0.3",".",".",".","1.2",".",".","0.9","."
"Undergraduates","","1029","2.983","27.1","19.1","22.7","10.8","12.8","4.4","1.9","0.1",".",".",".","0.4","0.2",".","0.4","."
"Special","","14","3.300","14.3",".","14.3","7.1",".",".",".","64.3",".",".",".",".",".",".",".","."
"Graduate","","157","3.704","31.2","6.4","7.0","0.6",".",".",".","30.6",".","0.6",".","21.0","2.5",".",".","."
"","Dept. Total","1200","3.025","27.5","17.3","20.6","9.4","11.0","3.8","1.7","4.8",".","0.1",".","3.1","0.5",".","0.3","."
