"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","",""
"EGR","College Total","13946","3.321","35.8","20.9","19.9","7.0","5.5","1.2","0.8","4.7","0.0","0.7","0.0","2.6","0.7","0.0","0.2","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EGR","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","678","3.539","39.7","33.3","22.0","2.1","1.8","0.3","0.6",".",".",".",".",".","0.1",".",".","0.1"
"Sophomore","","1203","3.121","37.8","20.0","19.3","7.8","8.8","3.1","2.3",".",".","0.1",".",".","0.4","0.3","0.1","."
"Junior","","2591","3.173","33.0","20.6","25.9","10.2","7.2","1.4","1.1","0.0",".","0.2",".",".","0.3",".","0.1","."
"Senior","","5925","3.268","36.1","22.2","22.4","8.6","7.3","1.4","0.6","0.1",".","0.7","0.0",".","0.5","0.0","0.1","."
"Undergraduates","","10397","3.246","35.8","22.3","22.9","8.5","7.1","1.5","0.9","0.1",".","0.5","0.0",".","0.4","0.1","0.1","0.0"
"Special","","240","3.125","30.0","22.1","19.6","10.0","6.3","2.5","3.8","5.0",".","0.4",".",".","0.4",".",".","."
"Graduate","","3703","3.648","38.6","14.4","9.3","2.0","0.6","0.1","0.1","17.1","0.1","5.8","0.1","9.5","1.4","0.1","0.6","."
"Prof Yr 2","","5","3.500",".","20.0",".",".",".",".",".","20.0",".","20.0",".","40.0",".",".",".","."
"Prof Yr 3","","7","3.846","42.9","28.6",".",".",".",".",".",".",".","14.3",".","14.3",".",".",".","."
"Prof Yr 4","","3","4.000","66.7",".",".",".",".",".",".","33.3",".",".",".",".",".",".",".","."
"Professionals","","15","3.825","33.3","20.0",".",".",".",".",".","13.3",".","13.3",".","20.0",".",".",".","."
"","College Total","14355","3.321","36.4","20.3","19.3","6.8","5.4","1.2","0.7","4.6","0.0","1.9","0.0","2.5","0.7","0.1","0.2","0.0"
