"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"L&S","College Total","93877","3.229","35.2","20.3","20.0","7.9","7.6","2.2","1.2","2.4","0.0","1.4","0.1","0.7","0.6","0.1","0.2","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"L&S","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","17217","3.110","28.6","20.5","23.3","10.0","10.4","2.7","1.4","0.0","0.0","2.6","0.1",".","0.3","0.1","0.0","0.0"
"Sophomore","","20841","3.139","29.8","21.5","23.7","9.5","9.4","2.8","1.4","0.1","0.0","1.3","0.1",".","0.3","0.1","0.0","0.1"
"Junior","","20521","3.182","33.1","21.4","22.2","9.1","8.8","2.5","1.5","0.1",".","0.7","0.0","0.0","0.5","0.0","0.1","0.1"
"Senior","","22685","3.293","39.6","21.4","19.0","7.5","6.4","2.2","1.2","0.4","0.0","0.5","0.0","0.7","0.7","0.1","0.1","0.1"
"Undergraduates","","81264","3.183","33.1","21.3","22.0","8.9","8.6","2.5","1.4","0.2","0.0","1.2","0.1","0.2","0.4","0.1","0.1","0.1"
"Special","","1973","3.432","32.9","11.4","9.6","4.0","3.3","1.2","1.0","24.7",".","4.0","0.3",".","0.6","2.2","4.8","0.1"
"Graduate","","10550","3.755","51.8","14.6","6.5","1.1","0.5","0.1","0.2","15.4","0.2","2.2","0.0","4.5","2.1","0.1","0.8","0.0"
"Prof Yr 1","","72","3.690","65.3","22.2","9.7",".","1.4",".",".",".",".","1.4",".",".",".",".",".","."
"Prof Yr 2","","89","3.794","76.4","16.9","5.6",".",".",".",".",".",".","1.1",".",".",".",".",".","."
"Prof Yr 3","","105","3.893","70.5","9.5","2.9",".",".",".",".","5.7",".",".",".",".","11.4",".",".","."
"Prof Yr 4","","38","3.694","50.0","23.7","5.3",".","2.6",".",".","7.9",".","10.5",".",".",".",".",".","."
"Professionals","","304","3.796","68.4","16.4","5.6",".","0.7",".",".","3.0",".","2.0",".",".","3.9",".",".","."
"","College Total","94091","3.229","35.3","20.3","19.9","7.9","7.6","2.2","1.2","2.4","0.0","1.4","0.1","0.7","0.6","0.1","0.3","0.1"
