"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"AMN","","","","","","","","","","","","","","","","","","","","","","",""
"AMN","College Total","362","3.800","78.2","16.0","3.0","1.4","0.3","",".","0.8","",".","",".",".",".","",".","0.3",".",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","","F","S","","U","","CR","N","P","","I","NW","NR","Other"
"AMN","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","99","3.692","70.7","20.2","2.0","3.0","1.0","",".","3.0","",".","",".",".",".","",".",".",".",".","."
"Sophomore","","99","3.877","81.8","15.2","3.0",".",".","",".",".","",".","",".",".",".","",".",".",".",".","."
"Junior","","81","3.829","82.7","12.3","4.9",".",".","",".",".","",".","",".",".",".","",".",".",".",".","."
"Senior","","83","3.780","77.1","16.9","2.4","2.4",".","",".",".","",".","",".",".",".","",".","1.2",".",".","."
"Undergraduates","","362","3.797","77.9","16.3","3.0","1.4","0.3","",".","0.8","",".","",".",".",".","",".","0.3",".",".","."
"Special","","4","4.000","100.0",".",".",".",".","",".",".","",".","",".",".",".","",".",".",".",".","."
"","College Total","366","3.800","78.1","16.1","3.0","1.4","0.3","",".","0.8","",".","",".",".",".","",".","0.3",".",".","."
