"TERM : 1142","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Fall 2013-2014","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","",""
"MEDICAL GENETICS","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"616
MD GENET","","","","","","","","","","","","","","","",""
"Human Genetics","565
001
1","***","","","","","","","","","",".",".",".",".",".   
.   
."
"Advanced Topics in Genetics","677
010
1","***","","","","","","","","","",".",".",".",".",".   
.   
."
"Independent Reading","699
045
6","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".   
.   
."
"MD GENET
616","8
Dept. Total","3.833","50.0","37.5",".",".",".",".",".",".",".",".",".",".","12.5",".  
.  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"616
MD GENET","","","","","","","","","","","","","","","",""
"Junior","1","",".",".",".",".",".",".",".",".",".",".",".",".","100.0",".  
.  
."
"Senior","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Undergraduates","2","4.000","50.0",".",".",".",".",".",".",".",".",".",".",".","50.0",".  
.  
."
"Special","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Graduate","5","3.800","60.0","40.0",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"","Dept. Total
8","3.833","50.0","37.5",".",".",".",".",".",".",".",".",".",".","12.5",".  
.  
."
"January 28, 2014","","","","","","","","","","","","","","","","Page 341 of 403"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for classes or class sections with fewer than five students have been redacted.","","","","","","","","","","","","","","","",""
