"","990
134","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
156","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
422","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","121","",".",".",".",".",".",".",".","62.0","0.8",".",".","37.2",".",".",".","."
"PHYSICS
754","Dept. Total","3368","3.084","24.1","21.8","21.9","14.0","11.3","1.4","0.7","2.5","0.0","0.0",".","1.5","0.3","0.1","0.1","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"754
PHYSICS","","","","","","","","","","","","","","","","","","",""
"Freshmen","","140","3.282","37.1","20.7","22.9","10.7","7.9",".","0.7",".",".",".",".",".",".",".",".","."
"Sophomore","","780","3.069","25.4","24.5","18.3","15.6","12.3","2.1","0.9",".",".",".",".",".","0.1","0.4","0.1","0.3"
"Junior","","1243","3.041","20.6","22.0","26.8","15.2","13.4","1.0","0.8","0.1",".",".",".",".","0.1",".",".","0.1"
"Senior","","814","3.011","21.0","21.9","22.5","17.6","13.0","2.1","0.5","0.1",".","0.1",".","0.5","0.1",".","0.1","0.5"
"Undergraduates","","2977","3.051","22.7","22.5","23.2","15.8","12.8","1.5","0.7","0.1",".","0.0",".","0.1","0.1","0.1","0.1","0.2"
"Special","","49","3.305","44.9","16.3","10.2","6.1","2.0","4.1","4.1","12.2",".",".",".",".",".",".",".","."
"Graduate","","343","3.657","32.9","15.7","12.0","0.3","0.3",".",".","22.4","0.3",".",".","13.1","2.3","0.3","0.3","."
"","Dept. Total","3369","3.084","24.1","21.8","21.9","14.0","11.3","1.4","0.7","2.5","0.0","0.0",".","1.5","0.3","0.1","0.1","0.2"
